Rank,Name,Rating,Link,Genre,Avg_Lunch,Avg_Dinner,Address,Station,Reviews,URL,Dinner Price,Lunch Price,Price,Price Range
17,SUGA LABO,4.5,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B18,"" "",""+""),""+"", SUBSTITUTE(F18,"" "",""+"")), ""Link"")","INNOVATIVE, CREATIVE",,55000.0,東京都港区麻布台1-11-10 日総ビル1F,KAMIYACHO,672,https://tabelog.com/en/tokyo/A1307/A130704/13182678/,"JPY 50,000～JPY 59,999",-,55000.0,20k+
18,KASA HARA,4.5,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B19,"" "",""+""),""+"", SUBSTITUTE(F19,"" "",""+"")), ""Link"")",YAKITORI (GRILLED CHICKEN SKEWERS),,25000.0,東京都新宿区東五軒町5-5 2F,KAGURAZAKA,344,https://tabelog.com/en/tokyo/A1309/A130905/13266251/,"JPY 20,000～JPY 29,999",-,25000.0,20k+
19,L' EFFERVESCENCE,4.49,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B20,"" "",""+""),""+"", SUBSTITUTE(F20,"" "",""+"")), ""Link"")",FRENCH,55000.0,55000.0,東京都港区西麻布2-26-4,OMOTE SANDO,1488,https://tabelog.com/en/tokyo/A1306/A130602/13116356/,"JPY 50,000～JPY 59,999","JPY 50,000～JPY 59,999",55000.0,20k+
20,TAKAMITSU,4.49,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B21,"" "",""+""),""+"", SUBSTITUTE(F21,"" "",""+"")), ""Link"")",SUSHI,,55000.0,東京都目黒区青葉台1-28-2 EXA 1F,NAKA MEGURO,589,https://tabelog.com/en/tokyo/A1317/A131701/13128483/,"JPY 50,000～JPY 59,999",-,55000.0,20k+
21,SHIMADU,4.48,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B22,"" "",""+""),""+"", SUBSTITUTE(F22,"" "",""+"")), ""Link"")",SUSHI,,45000.0,東京都港区白金1-29-13 白金ヴィレッジ 1F,SHIROKANE TAKANAWA,379,https://tabelog.com/en/tokyo/A1316/A131602/13252991/,"JPY 40,000～JPY 49,999",-,45000.0,20k+
23,ΤΡΕΙ͂Σ,4.47,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B24,"" "",""+""),""+"", SUBSTITUTE(F24,"" "",""+"")), ""Link"")","INNOVATIVE, FRENCH",,25000.0,東京都港区,-,202,https://tabelog.com/en/tokyo/A1307/A130703/13246316/,"JPY 20,000～JPY 29,999",-,25000.0,20k+
24,L'OSIER,4.46,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B25,"" "",""+""),""+"", SUBSTITUTE(F25,"" "",""+"")), ""Link"")",FRENCH,17500.0,25000.0,東京都中央区銀座7-5-5,GINZA,1248,https://tabelog.com/en/tokyo/A1301/A130101/13002607/,"JPY 20,000～JPY 29,999","JPY 15,000～JPY 19,999",25000.0,20k+
25,KIMOTO,4.45,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B26,"" "",""+""),""+"", SUBSTITUTE(F26,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,90000.0,東京都新宿区東五軒町5-5,KAGURAZAKA,387,https://tabelog.com/en/tokyo/A1309/A130905/13226856/,"JPY 80,000～JPY 99,999",-,90000.0,20k+
26,GOURMANDISE,4.45,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B27,"" "",""+""),""+"", SUBSTITUTE(F27,"" "",""+"")), ""Link"")",BISTRO,,25000.0,東京都港区西麻布3丁目17-23 プティコワン西麻布2F,HIRO O,294,https://tabelog.com/en/tokyo/A1307/A130701/13190448/,"JPY 20,000～JPY 29,999",-,25000.0,20k+
27,SEIZAN,4.44,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B28,"" "",""+""),""+"", SUBSTITUTE(F28,"" "",""+"")), ""Link"")",JAPANESE CUISINE,45000.0,45000.0,東京都港区三田2-17-29 グランデ三田 B1F,MITA,938,https://tabelog.com/en/tokyo/A1314/A131402/13127807/,"JPY 40,000～JPY 49,999","JPY 40,000～JPY 49,999",45000.0,20k+
29,YAMASAKI,4.44,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B30,"" "",""+""),""+"", SUBSTITUTE(F30,"" "",""+"")), ""Link"")","JAPANESE CUISINE, SEAFOOD",,70000.0,東京都港区西麻布1-15-3 西麻布UOUビル 1F,NOGIZAKA,372,https://tabelog.com/en/tokyo/A1307/A130701/13225691/,"JPY 60,000～JPY 79,999",-,70000.0,20k+
30,TACUBO,4.43,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B31,"" "",""+""),""+"", SUBSTITUTE(F31,"" "",""+"")), ""Link"")",ITALIAN,,45000.0,東京都渋谷区恵比寿西2-13-16 ラングス代官山 1F,DAIKAN YAMA,851,https://tabelog.com/en/tokyo/A1303/A130303/13109940/,"JPY 40,000～JPY 49,999",-,45000.0,20k+
31,SUE TOMI,4.43,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B32,"" "",""+""),""+"", SUBSTITUTE(F32,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,55000.0,東京都渋谷区,-,121,https://tabelog.com/en/tokyo/A1303/A130301/13259485/,"JPY 50,000～JPY 59,999",-,55000.0,20k+
32,ETE,4.43,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B33,"" "",""+""),""+"", SUBSTITUTE(F33,"" "",""+"")), ""Link"")","INNOVATIVE, FRENCH",,100000.0,東京都渋谷区西原3-23-1,YOYOGI UEHARA,103,https://tabelog.com/en/tokyo/A1318/A131811/13249143/,"JPY 100,000～",-,100000.0,20k+
33,MAKI MURA,4.42,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B34,"" "",""+""),""+"", SUBSTITUTE(F34,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,35000.0,東京都品川区南大井3-11-5 MAKIMURA BLD 1F,OMORIKAIGAN,325,https://tabelog.com/en/tokyo/A1315/A131502/13003338/,"JPY 30,000～JPY 39,999",-,35000.0,20k+
35,SUSHI SHO,4.41,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B36,"" "",""+""),""+"", SUBSTITUTE(F36,"" "",""+"")), ""Link"")",SUSHI,45000.0,45000.0,東京都新宿区四谷1-11 陽臨堂ビル　１Ｆ,YOTSUYA,990,https://tabelog.com/en/tokyo/A1309/A130902/13000852/,"JPY 40,000～JPY 49,999","JPY 40,000～JPY 49,999",45000.0,20k+
36,GINZA OOISHI,4.41,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B37,"" "",""+""),""+"", SUBSTITUTE(F37,"" "",""+"")), ""Link"")",FRENCH,,25000.0,東京都中央区銀座2-10-11 マロニエ通り銀座館 2F,GINZA ITCHOME,626,https://tabelog.com/en/tokyo/A1301/A130101/13238352/,"JPY 20,000～JPY 29,999",-,25000.0,20k+
37,FURUTA,4.41,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B38,"" "",""+""),""+"", SUBSTITUTE(F38,"" "",""+"")), ""Link"")",CHINESE,,100000.0,東京都中央区銀座1-21-14,TAKARACHO,291,https://tabelog.com/en/tokyo/A1313/A131301/13176780/,"JPY 100,000～",-,100000.0,20k+
38,ISHI KAWA,4.4,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B39,"" "",""+""),""+"", SUBSTITUTE(F39,"" "",""+"")), ""Link"")",JAPANESE CUISINE,55000.0,55000.0,東京都新宿区神楽坂5-37 高村ビル　１Ｆ,USHIGOME KAGURAZAKA,600,https://tabelog.com/en/tokyo/A1309/A130905/13004079/,"JPY 50,000～JPY 59,999","JPY 50,000～JPY 59,999",55000.0,20k+
39,SUSHI HASHIMOTO,4.4,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B40,"" "",""+""),""+"", SUBSTITUTE(F40,"" "",""+"")), ""Link"")",SUSHI,35000.0,35000.0,東京都中央区新富1-8-2 GRANDIR GINZA EAST 1F,SHINTOMICHO,497,https://tabelog.com/en/tokyo/A1313/A131301/13238306/,"JPY 30,000～JPY 39,999","JPY 30,000～JPY 39,999",35000.0,20k+
40,NIKUYA TANAKA,4.4,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B41,"" "",""+""),""+"", SUBSTITUTE(F41,"" "",""+"")), ""Link"")","BEEF DISHES, JAPANESE CUISINE",,70000.0,東京都中央区銀座6-4-3 GICROS GINZA GEMS 9F,GINZA,295,https://tabelog.com/en/tokyo/A1301/A130101/13237628/,"JPY 60,000～JPY 79,999",-,70000.0,20k+
41,HASEGAWA MINORU,4.4,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B42,"" "",""+""),""+"", SUBSTITUTE(F42,"" "",""+"")), ""Link"")","INNOVATIVE, FRENCH, ITALIAN",55000.0,55000.0,東京都港区南麻布4-5-66,HIRO O,245,https://tabelog.com/en/tokyo/A1307/A130703/13220575/,"JPY 50,000～JPY 59,999","JPY 50,000～JPY 59,999",55000.0,20k+
42,BON NU,4.38,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B43,"" "",""+""),""+"", SUBSTITUTE(F43,"" "",""+"")), ""Link"")","FRENCH, CAKE",45000.0,45000.0,東京都渋谷区代々木4-22-17 クイーンズ代々木 1F,SANGUBASHI,290,https://tabelog.com/en/tokyo/A1304/A130401/13184186/,"JPY 40,000～JPY 49,999","JPY 40,000～JPY 49,999",45000.0,20k+
43,IYUKI,4.38,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B44,"" "",""+""),""+"", SUBSTITUTE(F44,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,70000.0,東京都中央区,-,212,https://tabelog.com/en/tokyo/A1301/A130101/13030881/,"JPY 60,000～JPY 79,999",-,70000.0,20k+
44,JOEL ROBUCHON,4.37,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B45,"" "",""+""),""+"", SUBSTITUTE(F45,"" "",""+"")), ""Link"")",FRENCH,35000.0,100000.0,東京都目黒区三田1-13-1 恵比寿ガーデンプレイス,EBISU,1724,https://tabelog.com/en/tokyo/A1303/A130302/13009310/,"JPY 100,000～","JPY 30,000～JPY 39,999",100000.0,20k+
46,KUSUNOKI HON TEN,4.37,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B47,"" "",""+""),""+"", SUBSTITUTE(F47,"" "",""+"")), ""Link"")",TEMPURA,45000.0,90000.0,東京都新宿区四谷1-9-4,YOTSUYA,291,https://tabelog.com/en/tokyo/A1309/A130902/13223239/,"JPY 80,000～JPY 99,999","JPY 40,000～JPY 49,999",90000.0,20k+
48,GINZA KITAGAWA,4.36,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B49,"" "",""+""),""+"", SUBSTITUTE(F49,"" "",""+"")), ""Link"")","JAPANESE CUISINE, TEMPURA",,35000.0,東京都中央区銀座2-10-11 マロニエ通り銀座館 3F,GINZA ITCHOME,259,https://tabelog.com/en/tokyo/A1301/A130101/13275790/,"JPY 30,000～JPY 39,999",-,35000.0,20k+
49,MITAKA,4.36,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B50,"" "",""+""),""+"", SUBSTITUTE(F50,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,45000.0,東京都港区西新橋1-18-8 報徳ビル 1F,UCHISAIWAICHO,188,https://tabelog.com/en/tokyo/A1301/A130103/13228116/,"JPY 40,000～JPY 49,999",-,45000.0,20k+
50,CHEZ INNO,4.35,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B51,"" "",""+""),""+"", SUBSTITUTE(F51,"" "",""+"")), ""Link"")",FRENCH,17500.0,35000.0,東京都中央区京橋2-4-16 明治京橋ビル1F,KYOBASHI,830,https://tabelog.com/en/tokyo/A1302/A130202/13000510/,"JPY 30,000～JPY 39,999","JPY 15,000～JPY 19,999",35000.0,20k+
51,NIHOMBASHI SONOJI,4.35,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B52,"" "",""+""),""+"", SUBSTITUTE(F52,"" "",""+"")), ""Link"")",TEMPURA,25000.0,25000.0,東京都中央区日本橋人形町2-22-11 井上ビル 1F,NINGYOCHO,397,https://tabelog.com/en/tokyo/A1302/A130204/13201969/,"JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",25000.0,20k+
52,WASA,4.35,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B53,"" "",""+""),""+"", SUBSTITUTE(F53,"" "",""+"")), ""Link"")",CHINESE,,45000.0,東京都渋谷区東3-16-1 ベルザ恵比寿 1F,EBISU,285,https://tabelog.com/en/tokyo/A1303/A130302/13251804/,"JPY 40,000～JPY 49,999",-,45000.0,20k+
53,E SQUISSE,4.34,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B54,"" "",""+""),""+"", SUBSTITUTE(F54,"" "",""+"")), ""Link"")",FRENCH,25000.0,35000.0,東京都中央区銀座5-4-6 ロイヤルクリスタル銀座 9Ｆ,GINZA,972,https://tabelog.com/en/tokyo/A1301/A130101/13142530/,"JPY 30,000～JPY 39,999","JPY 20,000～JPY 29,999",35000.0,20k+
54,KO HAKU,4.34,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B55,"" "",""+""),""+"", SUBSTITUTE(F55,"" "",""+"")), ""Link"")",JAPANESE CUISINE,35000.0,35000.0,東京都新宿区神楽坂3-4,IIDABASHI,664,https://tabelog.com/en/tokyo/A1309/A130905/13049130/,"JPY 30,000～JPY 39,999","JPY 30,000～JPY 39,999",35000.0,20k+
55,AKASAKA OGINO,4.34,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B56,"" "",""+""),""+"", SUBSTITUTE(F56,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,25000.0,東京都港区赤坂6-3-13,AKASAKA,278,https://tabelog.com/en/tokyo/A1308/A130801/13245499/,"JPY 20,000～JPY 29,999",-,25000.0,20k+
56,CHIBA TAKAOKA,4.34,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B57,"" "",""+""),""+"", SUBSTITUTE(F57,"" "",""+"")), ""Link"")",SUSHI,,35000.0,東京都中央区八重洲2-2-1 東京ミッドタウン八重洲 3F,TOKYO,129,https://tabelog.com/en/tokyo/A1302/A130201/13282854/,"JPY 30,000～JPY 39,999",-,35000.0,20k+
57,SUSHI RYUUJIROU,4.33,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B58,"" "",""+""),""+"", SUBSTITUTE(F58,"" "",""+"")), ""Link"")",SUSHI,17500.0,35000.0,東京都港区南青山2-11-11 ARISTO南青山 1F,GAIEMMAE,649,https://tabelog.com/en/tokyo/A1306/A130603/13240787/,"JPY 30,000～JPY 39,999","JPY 15,000～JPY 19,999",35000.0,20k+
58,DEN,4.33,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B59,"" "",""+""),""+"", SUBSTITUTE(F59,"" "",""+"")), ""Link"")",CREATIVE,,35000.0,東京都渋谷区神宮前2-3-18 建築家会館JIA館,GAIEMMAE,278,https://tabelog.com/en/tokyo/A1306/A130603/13046855/,"JPY 30,000～JPY 39,999",-,35000.0,20k+
59,SUSHI AKIRA,4.33,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B60,"" "",""+""),""+"", SUBSTITUTE(F60,"" "",""+"")), ""Link"")",SUSHI,45000.0,45000.0,東京都渋谷区恵比寿2-37-8 グランデュオ広尾 1F,HIRO O,261,https://tabelog.com/en/tokyo/A1303/A130302/13241432/,"JPY 40,000～JPY 49,999","JPY 40,000～JPY 49,999",45000.0,20k+
60,ISODA,4.33,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B61,"" "",""+""),""+"", SUBSTITUTE(F61,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,35000.0,東京都中央区日本橋人形町2-6-11 五十番ビル 2F,NINGYOCHO,256,https://tabelog.com/en/tokyo/A1302/A130204/13258330/,"JPY 30,000～JPY 39,999",-,35000.0,20k+
62,APICIUS,4.32,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B63,"" "",""+""),""+"", SUBSTITUTE(F63,"" "",""+"")), ""Link"")",FRENCH,12500.0,55000.0,東京都千代田区有楽町1-9-4 蚕糸会館　Ｂ１Ｆ,HIBIYA,883,https://tabelog.com/en/tokyo/A1301/A130102/13000145/,"JPY 50,000～JPY 59,999","JPY 10,000～JPY 14,999",55000.0,20k+
63,NARISAWA,4.32,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B64,"" "",""+""),""+"", SUBSTITUTE(F64,"" "",""+"")), ""Link"")",INNOVATIVE,90000.0,90000.0,東京都港区南青山2-6-15,AOYAMA ITCHOME,697,https://tabelog.com/en/tokyo/A1306/A130603/13005423/,"JPY 80,000～JPY 99,999","JPY 80,000～JPY 99,999",90000.0,20k+
64,SEZANNE,4.32,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B65,"" "",""+""),""+"", SUBSTITUTE(F65,"" "",""+"")), ""Link"")",FRENCH,17500.0,45000.0,東京都千代田区丸の内1-11-1 パシフィックセンチュリープレイス,KYOBASHI,323,https://tabelog.com/en/tokyo/A1302/A130201/13256878/,"JPY 40,000～JPY 49,999","JPY 15,000～JPY 19,999",45000.0,20k+
65,AJIMAN,4.32,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B66,"" "",""+""),""+"", SUBSTITUTE(F66,"" "",""+"")), ""Link"")",FUGU (PUFFERFISH),,90000.0,東京都港区六本木3-8-8 ＷＯＯビル　１Ｆ,ROPPONGI,275,https://tabelog.com/en/tokyo/A1307/A130701/13001332/,"JPY 80,000～JPY 99,999",-,90000.0,20k+
66,SUSHI SUZUKI,4.31,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B67,"" "",""+""),""+"", SUBSTITUTE(F67,"" "",""+"")), ""Link"")",SUSHI,25000.0,,東京都中央区銀座6-5-15 銀座能楽堂ビル 5F,GINZA,399,https://tabelog.com/en/tokyo/A1301/A130101/13184367/,-,"JPY 20,000～JPY 29,999",25000.0,20k+
67,HARU TAKA,4.31,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B68,"" "",""+""),""+"", SUBSTITUTE(F68,"" "",""+"")), ""Link"")",SUSHI,,70000.0,東京都中央区銀座8-3-1 銀座時傳ビル 6F,SHIMBASHI,367,https://tabelog.com/en/tokyo/A1301/A130103/13032283/,"JPY 60,000～JPY 79,999",-,70000.0,20k+
