,Name,Rating,Reviews,Station,Address,Genre,Lunch Price,Dinner Price,URL
19,Hiro sawa,4.33,152,Karasuma,京都府京都市中京区不動町183,Chinese,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/kyoto/A2601/A260201/26039000/
20,Ogawa,4.32,283,Kyoto Kawaramachi,京都府京都市下京区西木屋町通四条下ル船頭町204 １F,Japanese Cuisine,-,"JPY 10,000～JPY 14,999",https://tabelog.com/en/kyoto/A2601/A260201/26013892/
21,Mitsu Yasu,4.31,90,Nijo,京都府京都市上京区千本通丸太町上る二筋目東入,Japanese Cuisine,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/kyoto/A2601/A260501/26022648/
22,Higashiyama Yoshihisa,4.29,177,Shichijo,京都府京都市東山区妙法院前側町422,Japanese Cuisine,"JPY 10,000～JPY 14,999","JPY 30,000～JPY 39,999",https://tabelog.com/en/kyoto/A2601/A260301/26031203/
23,Kodaiji Wakuden,4.28,208,Gion Shijo,京都府京都市東山区高台寺北門前鷲尾町512,Japanese Cuisine,"JPY 30,000～JPY 39,999","JPY 60,000～JPY 79,999",https://tabelog.com/en/kyoto/A2601/A260301/26000535/
24,Soujiki Nakahigashi,4.27,690,Mototanaka,京都府京都市左京区浄土寺石橋町32-3,Japanese Cuisine,"JPY 10,000～JPY 14,999","JPY 30,000～JPY 39,999",https://tabelog.com/en/kyoto/A2601/A260302/26001800/
25,Hassun,4.25,222,Gion Shijo,京都府京都市東山区祇園末吉町95,"Japanese Cuisine, Suppon (Soft-shell turtle)","JPY 10,000～JPY 14,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260301/26002259/
26,Hayashi,4.23,292,Demachiyanagi,京都府京都市上京区梶井町448-61,Japanese Cuisine,"JPY 10,000～JPY 14,999","JPY 30,000～JPY 39,999",https://tabelog.com/en/kyoto/A2601/A260302/26000305/
27,Suzue,4.23,180,Higashiyama,京都府京都市左京区岡崎神宮道仁王門白川南入ル,Japanese Cuisine,-,"JPY 80,000～JPY 99,999",https://tabelog.com/en/kyoto/A2601/A260301/26014309/
28,Ifuki,4.21,218,Gion Shijo,京都府京都市東山区祇園町南側570-8,Japanese Cuisine,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260301/26017706/
29,Sasaki,4.20,409,Gion Shijo,京都府京都市東山区八坂通大和大路東入小松町566-27,Japanese Cuisine,"JPY 20,000～JPY 29,999","JPY 40,000～JPY 49,999",https://tabelog.com/en/kyoto/A2601/A260301/26001863/
30,Owatari,4.20,293,Gion Shijo,京都府京都市東山区祇園町南側570-265,Japanese Cuisine,-,"JPY 40,000～JPY 49,999",https://tabelog.com/en/kyoto/A2601/A260301/26014312/
31,Higashiyama Ogata,4.20,98,Higashiyama,京都府京都市左京区岡崎円勝寺町91-5 眞松庵 1F,Japanese Cuisine,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/kyoto/A2601/A260301/26036476/
32,Tokuhamoto Nari,4.19,67,Kuramaguchi,京都府京都市上京区新御霊口町287-5,Japanese Cuisine,"JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260503/26040349/
33,Chuugokusai Guu,4.19,64,Kyoto Shiyakusho Mae,京都府京都市中京区樋之口467-2,Chinese,"JPY 15,000～JPY 19,999","JPY 15,000～JPY 19,999",https://tabelog.com/en/kyoto/A2601/A260202/26038550/
34,Ryoriya Stephan Pantel,4.17,382,Marutamachi,京都府京都市中京区柳馬場通丸太町下ル四丁目182,French,"JPY 8,000～JPY 9,999","JPY 15,000～JPY 19,999",https://tabelog.com/en/kyoto/A2601/A260202/26023370/
35,Sangen cha,4.17,341,Gion Shijo,京都府京都市東山区祇園町北側347-96,Japanese Cuisine,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260301/26005351/
36,Tagawa,4.17,169,Kyoto Shiyakusho Mae,京都府京都市中京区夷川通御幸町西入松本町575-1,Japanese Cuisine,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/kyoto/A2601/A260202/26028604/
37,Maeda,4.17,96,Gion Shijo,京都府京都市東山区祇園町南側570-118 1Ｆ,Japanese Cuisine,-,"JPY 40,000～JPY 49,999",https://tabelog.com/en/kyoto/A2601/A260301/26020923/
38,Kikunoi Honten Hon Ten,4.16,449,Higashiyama,京都府京都市東山区下河原通八坂鳥居前下ル下河原町459,Japanese Cuisine,"JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260301/26001346/
39,Matayoshi,4.16,167,Gion Shijo,京都府京都市東山区祇園町南側570-123,Japanese Cuisine,"JPY 20,000～JPY 29,999","JPY 30,000～JPY 39,999",https://tabelog.com/en/kyoto/A2601/A260301/26006471/
40,Muromachi Wakuden,4.15,339,Karasuma Oike,京都府京都市中京区堺町姉小路上ル丸木材木町679,"Japanese Cuisine, Crab","JPY 15,000～JPY 19,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260202/26000621/
41,Nihon Ryourikenya,4.15,169,Jingu Marutamachi,京都府京都市左京区岡崎徳成町28-22,Japanese Cuisine,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260302/26035592/
42,Higashiyama Tsukasa,4.15,115,Higashiyama,京都府京都市東山区西町127 三条白川橋ビル 2F,Japanese Cuisine,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/kyoto/A2601/A260301/26036658/
43,shourenimmonzeki maetsukioka,4.15,61,Higashiyama,京都府京都市東山区粟田口三条坊町16-2,Japanese Cuisine,"JPY 15,000～JPY 19,999","JPY 30,000～JPY 39,999",https://tabelog.com/en/kyoto/A2601/A260301/26035778/
44,Saka gawa,4.14,256,Gion Shijo,京都府京都市東山区祇園町南側570-199,Japanese Cuisine,"JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260301/26001726/
45,Otagi,4.14,53,Kitaoji,京都府京都市北区鷹峯土天井町18,Japanese Cuisine,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/kyoto/A2601/A260503/26031202/
46,MOTOI,4.13,358,Kyoto Shiyakusho Mae,京都府京都市中京区富小路通二条下ル俵屋町186,French,"JPY 10,000～JPY 14,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260202/26019431/
47,Tori Saki,4.13,285,Karasuma Oike,京都府京都市中京区押小路通室町東入蛸薬師町292-1,"Yakitori (Grilled chicken skewers), Chicken dishes, Japanese Cuisine",-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/kyoto/A2601/A260202/26033122/
48,Nishi,4.13,240,Gion Shijo,京都府京都市東山区月見町21-2 1F,Japanese Cuisine,"JPY 10,000～JPY 14,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260301/26027852/
49,SEN,4.12,141,Gojo,京都府京都市下京区五条通柳馬場上ル塩竈町379,Japanese Cuisine,"JPY 15,000～JPY 19,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260201/26030495/
50,Shimmonzen Yonemura,4.12,98,Sanjo Keihan,京都府京都市東山区新門前通花見小路東入梅本町255,"Innovative, Creative, French","JPY 10,000～JPY 14,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260301/26032575/
51,Nishikawa,4.10,471,Gion Shijo,京都府京都市東山区下河原通八坂鳥居前下る下河原町473,Japanese Cuisine,"JPY 10,000～JPY 14,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260301/26007611/
52,Dai ichi,4.10,345,Kitano Hakubaicho,京都府京都市上京区六番町364,"Suppon (Soft-shell turtle), Japanese Cuisine, Hot Pot","JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260203/26000493/
53,IL GARAGE,4.09,62,Karasuma Oike,京都府京都市中京区道祐町147 2F,Italian,"JPY 15,000～JPY 19,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260202/26031986/
54,Kyo Seika,4.08,212,Higashiyama,京都府京都市左京区岡崎円勝寺町36-3 ２Ｆ,Chinese,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260301/26006497/
55,TAKAYAMA,4.08,72,Kyoto Kawaramachi,京都府京都市下京区河原町通四条下ル2稲荷町318-6 GOOD NATURE STATION 2F,"Innovative, Creative, Italian","JPY 30,000～JPY 39,999","JPY 30,000～JPY 39,999",https://tabelog.com/en/kyoto/A2601/A260201/26033554/
56,Bar Rocking chair,4.07,412,Kyoto Kawaramachi,京都府京都市下京区御幸町通仏光寺下る橘町434-2,Bar,-,"JPY 3,000～JPY 3,999",https://tabelog.com/en/kyoto/A2601/A260201/26007698/
57,cenci,4.06,363,Jingu Marutamachi,京都府京都市左京区聖護院円頓美町44-7,"Italian, Innovative","JPY 8,000～JPY 9,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260302/26024914/
58,RADICE,4.06,150,Marutamachi,京都府京都市中京区鏡屋町50,Italian,"JPY 6,000～JPY 7,999","JPY 10,000～JPY 14,999",https://tabelog.com/en/kyoto/A2601/A260202/26023199/
59,Kitcho Arashiyama Arashiyama Honten,4.05,194,Arashiyama,京都府京都市右京区嵯峨天龍寺芒ノ馬場町58,Japanese Cuisine,"JPY 60,000～JPY 79,999","JPY 60,000～JPY 79,999",https://tabelog.com/en/kyoto/A2601/A260403/26001312/
60,ristorante nakamoto,4.05,148,Kizu,京都府木津川市木津南垣外122-1,"Italian, French, Innovative","JPY 5,000～JPY 5,999","JPY 10,000～JPY 14,999",https://tabelog.com/en/kyoto/A2607/A260705/26018907/
61,Endo,4.03,117,Gion Shijo,京都府京都市東山区祇園町北側347-118 楽宴小路内,Japanese Cuisine,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/kyoto/A2601/A260301/26019418/
62,Shinya Yakiniku Daichan,4.03,31,-,京都府京都市中京区,"                            Yakiniku (BBQ Beef), Horumon (BBQ Offel)                          ",-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/kyoto/A2601/A260201/26039693/
63,BAR TALISKER,4.02,106,Gion Shijo,京都府京都市東山区祇園町南側570-88 祇園町南側ビル1F,Bar,-,"JPY 4,000～JPY 4,999",https://tabelog.com/en/kyoto/A2601/A260301/26027776/
64,Ayano Kouji Karatsu,4.02,76,Shijo,京都府京都市下京区綾小路通新町西入ル矢田町113-1,Japanese Cuisine,"JPY 8,000～JPY 9,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260201/26029825/
65,Uo Duya,4.01,26,Sai,京都府京都市中京区壬生東檜町8,Japanese Cuisine,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/kyoto/A2601/A260401/26000319/
66,El Tesoro,4.00,160,Gion Shijo,京都府京都市東山区大和大路新橋上がる西側 大和ビル 1F,Bar,-,"JPY 4,000～JPY 4,999",https://tabelog.com/en/kyoto/A2601/A260301/26004165/
67,ORTO,3.98,584,Karasuma Oike,京都府京都市中京区衣棚通三条下ル三条町337-2,"Innovative, Italian, French",-,"JPY 10,000～JPY 14,999",https://tabelog.com/en/kyoto/A2601/A260202/26006883/
68,VELROSIER,3.98,182,Kyoto Kawaramachi,京都府京都市下京区河原町通四条下ル2丁目稲荷町318-6 GOOD NATURE STATION 2F,"Chinese, Innovative, Creative","JPY 10,000～JPY 14,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260201/26033284/
69,Kichisen,3.98,159,Demachiyanagi,京都府京都市左京区下鴨森本町5,Japanese Cuisine,"JPY 10,000～JPY 14,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260302/26001047/
70,Seto,3.98,134,Ichihara,京都府京都市左京区静市市原町336,"Chicken dishes, Sukiyaki, Hot Pot","JPY 8,000～JPY 9,999","JPY 8,000～JPY 9,999",https://tabelog.com/en/kyoto/A2601/A260502/26005179/
71,An kyu,3.98,113,Gion Shijo,京都府京都市東山区宮川筋3-283,Japanese Cuisine,-,"JPY 40,000～JPY 49,999",https://tabelog.com/en/kyoto/A2601/A260301/26018405/
72,Yamamoto Menzo,3.97,2154,Higashiyama,京都府京都市左京区岡崎南御所町34,Udon (Wheat noodles),"JPY 1,000～JPY 1,999",-,https://tabelog.com/en/kyoto/A2601/A260301/26002504/
73,Mirei,3.97,147,Marutamachi,京都府京都市中京区竹屋町通室町東入亀屋町143-2,Japanese Cuisine,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260202/26027469/
74,Lurra °,3.97,144,Higashiyama,京都府京都市東山区石泉院町396,Innovative,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/kyoto/A2601/A260301/26032601/
75,Sho Getsu,3.96,622,Kitaoji,京都府京都市北区紫野上柳町6,Japanese sweets,-,"JPY 2,000～JPY 2,999",https://tabelog.com/en/kyoto/A2601/A260503/26001672/
76,Hyotei Hon Ten,3.96,350,Keage,京都府京都市左京区南禅寺草川町35,Japanese Cuisine,"JPY 30,000～JPY 39,999","JPY 30,000～JPY 39,999",https://tabelog.com/en/kyoto/A2601/A260301/26001012/
77,Kawabata Douki,3.96,227,Kitayama,京都府京都市左京区下鴨南野々神町2-12,"Japanese sweets, Sweets","JPY 3,000～JPY 3,999",-,https://tabelog.com/en/kyoto/A2601/A260503/26001766/
78,Reshandoru,3.96,121,Karasuma,京都府京都市中京区柳馬場通六角下ル井筒屋419,French,"JPY 6,000～JPY 7,999","JPY 10,000～JPY 14,999",https://tabelog.com/en/kyoto/A2601/A260201/26001319/
79,PTISSERIE.S salon,3.95,215,Kyoto Shiyakusho Mae,京都府京都市中京区朝倉町546 ウエルスアーリ天保 1F,"Cake, Cafe, Sweets","JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",https://tabelog.com/en/kyoto/A2601/A260202/26029620/
80,Calvador,3.95,130,Kyoto Shiyakusho Mae,京都府京都市中京区妙満寺前町446 若林ビル　２Ｆ,Bar,-,"JPY 3,000～JPY 3,999",https://tabelog.com/en/kyoto/A2601/A260201/26001936/
81,Shokudou Miyazaki,3.94,209,Gion Shijo,京都府京都市下京区西木屋町通四条下ル,Japanese Cuisine,-,"JPY 10,000～JPY 14,999",https://tabelog.com/en/kyoto/A2601/A260201/26033412/
82,Youshoku Ogata,3.93,379,Kyoto Shiyakusho Mae,京都府京都市中京区柳馬場押小路上ル等持寺町32-1,Yoshoku (Japanese style western cuisine),"JPY 2,000～JPY 2,999","JPY 15,000～JPY 19,999",https://tabelog.com/en/kyoto/A2601/A260202/26026540/
83,Noguchi Tsunagu,3.93,108,Gion Shijo,京都府京都市東山区清本町371-4,Japanese Cuisine,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260301/26033325/
84,Gibier MIYAMA,3.93,107,Gion Shijo,京都府京都市東山区祇園町北側279-3,"Wild game dishes, Italian, Innovative","JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260301/26034466/
85,Pathisuri Tando Resu,3.92,525,Ichijoji,京都府京都市左京区一乗寺花ノ木町21-3,"Cake, Cafe","JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",https://tabelog.com/en/kyoto/A2601/A260303/26003706/
86,CHIMERA,3.92,449,Gion Shijo,京都府京都市東山区祇園町南側504,Italian,"JPY 8,000～JPY 9,999","JPY 15,000～JPY 19,999",https://tabelog.com/en/kyoto/A2601/A260301/26005284/
87,Gion Kida,3.92,92,Gion Shijo,京都府京都市東山区祇園町南側570-192,Japanese Cuisine,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/kyoto/A2601/A260301/26027783/
88,Hitsuji,3.91,510,Marutamachi,京都府京都市中京区大炊町355-1,"Donut, Cafe","JPY 1,000～JPY 1,999",～JPY 999,https://tabelog.com/en/kyoto/A2601/A260202/26018786/
89,Yosuke YAMAJI,3.91,342,Gion Shijo,京都府京都市東山区祇園町南側570-151,"French, Innovative","JPY 10,000～JPY 14,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260301/26025794/
90,Wagokoro Izumi,3.91,216,Shijo,京都府京都市下京区烏丸仏光寺東入ル一筋目南入ル匂天神町634-3,Japanese Cuisine,"JPY 10,000～JPY 14,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260201/26006071/
91,MASHIRO,3.91,51,Karasuma Oike,京都府京都市中京区堂之前町234 OHG京都六角ビル 2F,"Innovative, French","JPY 10,000～JPY 14,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260202/26039931/
92,BAR Kingdom,3.91,36,Kyoto Kawaramachi,京都府京都市下京区富小路仏光寺下ル筋屋町151,Bar,-,"JPY 4,000～JPY 4,999",https://tabelog.com/en/kyoto/A2601/A260201/26035542/
93,Saryo Hosen,3.90,1462,Matsugasaki,京都府京都市左京区下鴨西高木町25,"Sweets, Japanese sweets","JPY 1,000～JPY 1,999",-,https://tabelog.com/en/kyoto/A2601/A260503/26001872/
94,ASSEMBLAGES KAKIMOTO,3.90,732,Jingu Marutamachi,京都府京都市中京区竹屋町通寺町西入ル松本町587-5,"Cake, Chocolate, Creative","JPY 2,000～JPY 2,999","JPY 15,000～JPY 19,999",https://tabelog.com/en/kyoto/A2601/A260202/26027283/
95,Gion Suetomo,3.90,293,Kiyomizu Gojo,京都府京都市東山区大和大路四条下ル小松町151-73,"Japanese Cuisine, Sushi","JPY 30,000～JPY 39,999","JPY 30,000～JPY 39,999",https://tabelog.com/en/kyoto/A2601/A260301/26009394/
96,Shinrin Shokudou,3.89,482,Nijo,京都府京都市中京区西ノ京内畑町24-4,Curry,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",https://tabelog.com/en/kyoto/A2601/A260203/26020410/
97,Arakawa,3.89,244,Kyoto Kawaramachi,京都府京都市中京区西木屋町通四条上る紙屋町372-4,Yakiniku (BBQ Beef),-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/kyoto/A2601/A260201/26006491/
98,Kyoboshi,3.89,120,Gion Shijo,京都府京都市東山区花見小路末吉町東入ル 双葉ビル 1F,Tempura,-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/kyoto/A2601/A260301/26006057/
99,Hiiragiya Ryokan,3.88,84,Kyoto Shiyakusho Mae,京都府京都市中京区麩屋町姉小路上ル中白山町277,"Ryokan, Japanese Cuisine","JPY 15,000～JPY 19,999",-,https://tabelog.com/en/kyoto/A2601/A260202/26002921/
100,Naruya,3.88,77,Karasuma,京都府京都市中京区堺町通錦小路上ル539,Japanese Cuisine,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260201/26024247/
101,middle,3.88,27,Kitaoji,京都府京都市左京区下鴨上川原町5-3,French,"JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260503/26037720/
102,Sushi Matsumoto,3.87,264,Gion Shijo,京都府京都市東山区祇園町南側570-123,Sushi,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260301/26002579/
103,Grill French,3.86,574,Nijojo Mae,京都府京都市中京区小川通御池上ル下古城町377,"Yoshoku (Japanese style western cuisine), Steak, Croquette","JPY 5,000～JPY 5,999","JPY 10,000～JPY 14,999",https://tabelog.com/en/kyoto/A2601/A260203/26000658/
104,Onkashitsu Kasashi Oyoshiken,3.86,350,Imadegawa,京都府京都市上京区黒門通中立売上ル飛騨殿町180,Japanese sweets,-,"JPY 1,000～JPY 1,999",https://tabelog.com/en/kyoto/A2601/A260202/26005963/
105,Ikki,3.86,180,Gion Shijo,京都府京都市東山区月見町17-5,Chinese,-,"JPY 10,000～JPY 14,999",https://tabelog.com/en/kyoto/A2601/A260301/26023422/
106,Kyouto Uji Kintokiya,3.86,170,Kiyomizu Gojo,京都府京都市東山区白糸町569-10,"Shaved ice (snow cone), Soft serve ice cream, Udon (Wheat noodles)","JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",https://tabelog.com/en/kyoto/A2601/A260301/26036014/
107,Tama kitei,3.85,963,Obaku,京都府宇治市五ケ庄平野57-14,"Bread, Sandwich","JPY 1,000～JPY 1,999",-,https://tabelog.com/en/kyoto/A2607/A260701/26025957/
108,LA VOITURE,3.84,558,Jingu Marutamachi,京都府京都市左京区聖護院円頓美町47-5,"Cake, Cafe","JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",https://tabelog.com/en/kyoto/A2601/A260302/26001070/
109,Kyoshumi Hisaiwa,3.84,165,Sanjo Keihan,京都府京都市東山区西之町213,Bento (Lunch box),"JPY 5,000～JPY 5,999","JPY 5,000～JPY 5,999",https://tabelog.com/en/kyoto/A2601/A260301/26000950/
110,Yakiniku Yamachan,3.84,158,Kyoto Kawaramachi,京都府京都市中京区蛸屋町157-11,"Yakiniku (BBQ Beef), Japanese Cuisine",-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/kyoto/A2601/A260201/26035839/
111,NAKATSUKA,3.84,124,Karasuma Oike,京都府京都市中京区木之下町299 Coto Glance姉小路通 1F,"French, Creative, Innovative","JPY 10,000～JPY 14,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260202/26029955/
112,Nakamura,3.84,102,Kyoto Shiyakusho Mae,京都府京都市中京区富小路御池下ル,Japanese Cuisine,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/kyoto/A2601/A260202/26003637/
113,Restaurant Koke,3.83,95,Karasuma Oike,京都府京都市中京区蛸薬師287 ido 1F,Innovative,"JPY 15,000～JPY 19,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260202/26035742/
114,Demachi Futaba,3.82,2891,Demachiyanagi,京都府京都市上京区出町通今出川上ル青龍町236,"Japanese sweets, Daifuku",～JPY 999,～JPY 999,https://tabelog.com/en/kyoto/A2601/A260302/26001520/
115,PATISSERIE S,3.82,1043,Shijo,京都府京都市下京区高辻通室町西入繁昌町300-1 カノン室町四条1 階,"Cake, Macaroon","JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",https://tabelog.com/en/kyoto/A2601/A260201/26012808/
116,Nikuryouri Kanae,3.81,308,Kyoto Shiyakusho Mae,京都府京都市中京区上樵木町500-5 アカーザ木屋町 1F,"Beef dishes, Creative",-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260202/26031782/
117,Matsu,3.81,274,Matsuo Taisha,京都府京都市右京区梅津大縄場町21-26,"Tempura, Japanese Cuisine","JPY 20,000～JPY 29,999","JPY 30,000～JPY 39,999",https://tabelog.com/en/kyoto/A2601/A260403/26001461/
118,Raku shaan,3.81,248,Kitaoji,京都府京都市北区紫竹下芝本町22,Japanese sweets,-,～JPY 999,https://tabelog.com/en/kyoto/A2601/A260503/26012788/
119,Gion Maruyama,3.81,164,Gion Shijo,京都府京都市東山区祇園町南側570-171,Japanese Cuisine,"JPY 20,000～JPY 29,999","JPY 30,000～JPY 39,999",https://tabelog.com/en/kyoto/A2601/A260301/26001968/
120,Kakou Okamoto,3.81,81,Kiyomizu Gojo,京都府京都市東山区常盤町470-4,Japanese Cuisine,-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/kyoto/A2601/A260301/26022988/
121,Droit,3.81,35,Jingu Marutamachi,京都府京都市上京区寺町東桜町49-1,French,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/kyoto/A2601/A260503/26029123/
