,Name,Rating,Reviews,Station,Address,Genre,Lunch Price,Dinner Price,URL
37,Komatsu,3.77,78,Maruyama Koen,北海道札幌市中央区円山西町8-4-26,Japanese Cuisine,"JPY 8,000～JPY 9,999","JPY 15,000～JPY 19,999",https://tabelog.com/en/hokkaido/A0101/A010105/1047890/
38,L'Oiseau par Matsunaga,3.77,66,Kashiwagi Cho,北海道函館市柏木町4-5,French,"JPY 8,000～JPY 9,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/hokkaido/A0105/A010501/1043997/
39,Oryouri Fujita,3.77,53,Nishisen Roku Jo,北海道札幌市中央区南6条西21-4-6,Japanese Cuisine,"JPY 8,000～JPY 9,999","JPY 15,000～JPY 19,999",https://tabelog.com/en/hokkaido/A0101/A010105/1060134/
40,Sapporo Junren Sapporo Ten,3.76,1538,Sumikawa,北海道札幌市豊平区平岸二条17丁目1-41 シャトー純連 1F,Ramen,～JPY 999,～JPY 999,https://tabelog.com/en/hokkaido/A0101/A010303/1000031/
41,Restaurant Cote d'Or,3.76,311,Nishi Nijuhatchome,北海道札幌市中央区宮ケ丘1-2-38,"French, Bar","JPY 6,000～JPY 7,999","JPY 15,000～JPY 19,999",https://tabelog.com/en/hokkaido/A0101/A010105/1000005/
42,Taku Zushi,3.76,239,Susukino,北海道札幌市中央区南3条西3-3 G DINING SAPPORO 6F,"Sushi, Japanese Cuisine",-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/hokkaido/A0101/A010102/1030580/
43,Za Ba- Nano Femuto,3.76,219,Susukino,北海道札幌市中央区南3条西3丁目 都ビル 7F,Bar,-,"JPY 3,000～JPY 3,999",https://tabelog.com/en/hokkaido/A0101/A010103/1007364/
44,BAR PROOF,3.75,176,Susukino,北海道札幌市中央区南三条西3 都ビル　５Ｆ,Bar,-,"JPY 3,000～JPY 3,999",https://tabelog.com/en/hokkaido/A0101/A010103/1000004/
45,Yoichi LOOP,3.75,75,Yoichi,北海道余市郡余市町黒川町4-123,"Innovative, Auberge, Spain","JPY 8,000～JPY 9,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/hokkaido/A0106/A010602/1065828/
46,Kamimura,3.75,50,Hirafu,北海道虻田郡倶知安町ニセコひらふ1条3-2-3 四季ニセコ 1F,"French, Creative",-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/hokkaido/A0106/A010603/1003256/
47,Michikusa Bazaru,3.75,49,Nishisen Roku Jo,北海道札幌市中央区南六条西22-3-56,"Indian, Restaurants, Asian Cuisine, Ethnic Cuisine",-,"JPY 5,000～JPY 5,999",https://tabelog.com/en/hokkaido/A0101/A010105/1063629/
48,Matsukura,3.75,35,Hosui Susukino,北海道札幌市中央区南7条西3 LC2番館 B1F,"Japanese Cuisine, Seafood","JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/hokkaido/A0101/A010103/1002718/
49,Japanese Ramen Noodle Lab Q,3.74,1478,Sapporo,北海道札幌市中央区北1条西2-1-3 りんどうビル B1F,"Ramen, Abura soba mixed noodle","JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",https://tabelog.com/en/hokkaido/A0101/A010102/1057715/
50,Isono Kaduo,3.74,1225,Shiseikan Shogakko Mae,北海道札幌市中央区南5条西5丁目21 第2旭観光ビル1F,Ramen,-,～JPY 999,https://tabelog.com/en/hokkaido/A0101/A010103/1034478/
51,Kakizaki Shouten Kaisen Koubou,3.74,1032,Yoichi,北海道余市郡余市町黒川町7-25,"Seafood, Kaisen-don (Seafood bowl)","JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",https://tabelog.com/en/hokkaido/A0106/A010602/1000224/
52,Kuriya,3.74,128,Nango Nana Chome,北海道札幌市白石区本郷通8丁目北1-22 石田ビル 2F,"Sushi, Japanese Cuisine",-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/hokkaido/A0101/A010301/1013145/
53,Hime shara,3.74,128,Nishisen Ku Jo Asahiyama Koen Dori,北海道札幌市中央区南8条西20-1-2,"Sushi, Seafood, Japanese Cuisine",-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/hokkaido/A0101/A010105/1057657/
54,Hot Spice Shop Hood Dog,3.74,121,Hosui Susukino,北海道札幌市中央区南5条東2,"Soup Curry, Bread, Dining bar",～JPY 999,"JPY 1,000～JPY 1,999",https://tabelog.com/en/hokkaido/A0101/A010103/1063675/
55,Maru Zushi,3.74,82,Higashi Honganji Mae,北海道札幌市中央区南六条西4-4,Sushi,"JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/hokkaido/A0101/A010103/1000041/
56,TRATTORIA DA OKUMURA,3.74,76,Tanukikoji,北海道札幌市中央区南2条西4 乙井ビル B1F,"Italian, Pasta",-,"JPY 10,000～JPY 14,999",https://tabelog.com/en/hokkaido/A0101/A010103/1057270/
57,masa,3.74,40,Susukino,北海道札幌市中央区南4条西4-7 松岡ビル 1F 浪花亭,Tempura,-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/hokkaido/A0101/A010103/1067374/
58,Olivio,3.74,21,Kutchan,北海道虻田郡倶知安町字岩尾別328-47 パークハイアットニセコ,"Italian, Pizza, Pasta","JPY 3,000～JPY 3,999","JPY 6,000～JPY 7,999",https://tabelog.com/en/hokkaido/A0106/A010603/1065924/
59,Menya Nanabee Hon Ten,3.73,1053,Heiwa,北海道札幌市白石区川下3条4丁目3-21,"Ramen, Tsukemen",～JPY 999,～JPY 999,https://tabelog.com/en/hokkaido/A0101/A010301/1009634/
60,Menya Takahashi,3.73,903,Fukuzumi,北海道札幌市豊平区月寒東1条19-2-72 伸光ビル 1F,"Tsukemen, Ramen",～JPY 999,-,https://tabelog.com/en/hokkaido/A0101/A010303/1009886/
61,MEN EIJI Hiragishi Base,3.73,878,Minami Hiragishi,北海道札幌市豊平区平岸2条11丁目1-12,"Ramen, Tsukemen, Taiwan style mixed noodles",～JPY 999,～JPY 999,https://tabelog.com/en/hokkaido/A0101/A010303/1034678/
62,Ramen Yoshi,3.73,709,Tsukisamu Chuo,北海道札幌市豊平区月寒西1条7丁目8-19,Ramen,～JPY 999,-,https://tabelog.com/en/hokkaido/A0101/A010303/1007919/
63,Teuchi Sobano Taguto,3.73,539,Hassamu Minami,北海道札幌市西区西野一条3-2-2,Soba (Buckwheat noodles),"JPY 1,000～JPY 1,999",-,https://tabelog.com/en/hokkaido/A0101/A010204/1000649/
64,Shinonome,3.73,99,Maruyama Koen,北海道札幌市中央区南1条西22-2-15 シーズンビル 2F,Sushi,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/hokkaido/A0101/A010105/1053675/
65,Ookami Supu,3.72,901,Nakajima Koen,北海道札幌市中央区南十一条西1-5-1,Ramen,～JPY 999,～JPY 999,https://tabelog.com/en/hokkaido/A0101/A010104/1000799/
66,Date Okina,3.72,224,Kita Funaoka,北海道伊達市弄月町239-3,Soba (Buckwheat noodles),"JPY 1,000～JPY 1,999",-,https://tabelog.com/en/hokkaido/A0108/A010801/1003486/
67,Fuuyuu Sai,3.72,209,Hibarigaoka,北海道札幌市厚別区厚別南5-17-4,"Okinawa noodle soup, Okinawa cuisine, Creative","JPY 1,000～JPY 1,999",-,https://tabelog.com/en/hokkaido/A0101/A010302/1006451/
68,Univers S.,3.72,180,Kotoni,北海道札幌市西区二十四軒4条5丁目10-18 ライオンズステーションプラザ琴似 1F,"Yoshoku (Japanese style western cuisine), Hamburger steak, French","JPY 3,000～JPY 3,999","JPY 5,000～JPY 5,999",https://tabelog.com/en/hokkaido/A0101/A010204/1060900/
69,gaucher,3.72,116,Nishi Hatchome,北海道札幌市中央区南3条西8-7 大洋ビル 2F,"French, Bistro",-,"JPY 3,000～JPY 3,999",https://tabelog.com/en/hokkaido/A0101/A010103/1048816/
70,Le Cucina Ventitre,3.72,92,Kashiwagi Cho,北海道函館市柳町14-23,"Italian, Pasta","JPY 2,000～JPY 2,999","JPY 10,000～JPY 14,999",https://tabelog.com/en/hokkaido/A0105/A010501/1014060/
71,Yakitori Takesan,3.72,58,Shiseikan Shogakko Mae,北海道札幌市中央区南五条西6-12 五條新町,Yakitori (Grilled chicken skewers),-,"JPY 10,000～JPY 14,999",https://tabelog.com/en/hokkaido/A0101/A010103/1070404/
72,jingisukan daruma Hon Ten,3.71,1615,Susukino,北海道札幌市中央区南五条西4 クリスタルビル　１Ｆ,"Genghis Khan (BBQ Rum), Korean, Yakiniku (BBQ Beef)",-,"JPY 3,000～JPY 3,999",https://tabelog.com/en/hokkaido/A0101/A010103/1000007/
73,Menya Rei,3.71,769,Chitose,北海道千歳市高台4丁目2-10,"Ramen, Tsukemen","JPY 1,000～JPY 1,999",-,https://tabelog.com/en/hokkaido/A0107/A010701/1026411/
74,ra-men mokuyoubi,3.71,635,Nishisen Ku Jo Asahiyama Koen Dori,北海道札幌市中央区南8条西13-3-35,"Ramen, Tsukemen",～JPY 999,～JPY 999,https://tabelog.com/en/hokkaido/A0101/A010104/1038229/
75,PIZZERIA DA MASSIMO,3.71,458,Heiwa,北海道札幌市白石区川下2条5丁目2-8,Pizza,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",https://tabelog.com/en/hokkaido/A0101/A010301/1031158/
76,Potofu,3.71,230,-,北海道札幌市清田区真栄五条2-2-22,                            Yoshoku (Japanese style western cuisine)                          ,"JPY 1,000～JPY 1,999",-,https://tabelog.com/en/hokkaido/A0101/A010304/1001222/
77,jingisu kan marutake Susukino Honten,3.71,202,Shiseikan Shogakko Mae,北海道札幌市中央区南5条西6 多田ビル 1F,"Genghis Khan (BBQ Rum), Izakaya (Tavern), Yakiniku (BBQ Beef)",-,"JPY 6,000～JPY 7,999",https://tabelog.com/en/hokkaido/A0101/A010103/1056998/
78,Teatro di Massa,3.71,177,Nishi Hatchome,北海道札幌市中央区南3条西8-7 大洋ビル 2F,"Italian, Baru (Spanish style bar), Creative","JPY 4,000～JPY 4,999","JPY 10,000～JPY 14,999",https://tabelog.com/en/hokkaido/A0101/A010103/1045656/
79,Nidaime Saheiji,3.71,162,Goryokaku Koen Mae,北海道函館市五稜郭町4-13,Izakaya (Tavern),-,"JPY 4,000～JPY 4,999",https://tabelog.com/en/hokkaido/A0105/A010501/1010526/
80,Menya Yukikaze Susukino Ten,3.70,2148,Higashi Honganji Mae,北海道札幌市中央区南七条西4-2-6 LC拾壱番館 1F,"Ramen, Dumplings","JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",https://tabelog.com/en/hokkaido/A0101/A010103/1004868/
81,Jingisukan Daikokuya Gochome Ten,3.70,1173,Asahikawa,北海道旭川市4条通5丁目,Genghis Khan (BBQ Rum),-,"JPY 2,000～JPY 2,999",https://tabelog.com/en/hokkaido/A0104/A010401/1027848/
82,MEDICINE MAN,3.70,781,Nakajima Koen Dori,北海道札幌市中央区南十二条西10-1-18 グッドビル　１Ｆ,Soup Curry,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",https://tabelog.com/en/hokkaido/A0101/A010104/1003072/
83,Sapporo Jingisukan Shirokuma Sapporo Honten,3.70,694,Hosui Susukino,北海道札幌市中央区南六条西3-6-31 ジョイフル札幌 1Ｆ,"Genghis Khan (BBQ Rum), Yakiniku (BBQ Beef), Izakaya (Tavern)",-,"JPY 5,000～JPY 5,999",https://tabelog.com/en/hokkaido/A0101/A010103/1000800/
84,Hachi noki,3.70,618,Hassamu,北海道札幌市西区発寒7条14丁目1-33,Ramen,～JPY 999,～JPY 999,https://tabelog.com/en/hokkaido/A0101/A010204/1051736/
85,Motsu No Asadachi,3.70,547,Susukino,北海道札幌市中央区南3条西4-9 カミヤビル 1F,"Beef dishes, Grilled tripe",-,"JPY 2,000～JPY 2,999",https://tabelog.com/en/hokkaido/A0101/A010103/1045913/
86,Auberge Do Riru Sapporo,3.70,361,Maruyama Koen,北海道札幌市中央区南一条西28-3-1,"French, Innovative","JPY 5,000～JPY 5,999","JPY 10,000～JPY 14,999",https://tabelog.com/en/hokkaido/A0101/A010105/1000049/
87,Ishimame,3.70,278,-,北海道虻田郡真狩村字社206-8,                            Soba (Buckwheat noodles)                          ,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",https://tabelog.com/en/hokkaido/A0106/A010603/1005543/
88,La Sante,3.70,167,Nishi Nijuhatchome,北海道札幌市中央区北3条西27-2-16,French,"JPY 6,000～JPY 7,999","JPY 10,000～JPY 14,999",https://tabelog.com/en/hokkaido/A0101/A010105/1000183/
89,Steak & Wine Ishizaki,3.70,143,Susukino,北海道札幌市中央区南四条西3 ニュー北星ビル 4Ｆ,"Teppanyaki, Steak, Yoshoku (Japanese style western cuisine)",-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/hokkaido/A0101/A010103/1002853/
90,Hanakouji Sawada,3.70,104,Higashi Honganji Mae,北海道札幌市中央区南7条西4丁目 プラザ7・4浅井ビル 3F,Japanese Cuisine,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/hokkaido/A0101/A010103/1030202/
91,Kitano Hana Hayashi,3.70,65,Chitose,北海道千歳市幸町1-1,"Sushi, Seafood",-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/hokkaido/A0107/A010701/1049376/
92,Uni murakami Hakodate Honten,3.69,978,Shiyakusho Mae,北海道函館市大手町22-1,"Seafood, Kaisen-don (Seafood bowl), Izakaya (Tavern)","JPY 5,000～JPY 5,999",-,https://tabelog.com/en/hokkaido/A0105/A010501/1000136/
93,"Ame Ha, Yasashiku",3.69,705,Shiroishi,北海道札幌市白石区菊水元町4条2丁目1-7 古川ビル 1F,"Ramen, Tsukemen",～JPY 999,～JPY 999,https://tabelog.com/en/hokkaido/A0101/A010301/1045278/
94,Menya Keserase Ra,3.69,649,Yurigahara,北海道札幌市北区太平7-5-2-5,"Ramen, Tsukemen",～JPY 999,～JPY 999,https://tabelog.com/en/hokkaido/A0101/A010201/1009525/
95,garyuumem buhien,3.69,595,Konan Shogakko Mae,北海道札幌市豊平区中の島1条9丁目4-14,"Ramen, Tsukemen",～JPY 999,～JPY 999,https://tabelog.com/en/hokkaido/A0101/A010303/1026753/
96,Patisserie Shii Ya,3.69,559,Nishi Nijuhatchome,北海道札幌市中央区北5条西21-1-15,"Cake, Macaroon",-,"JPY 1,000～JPY 1,999",https://tabelog.com/en/hokkaido/A0101/A010105/1000154/
97,Asari Honten,3.69,406,Horai Cho,北海道函館市宝来町10-11,"Sukiyaki, Bento (Lunch box), Croquette","JPY 1,000～JPY 1,999","JPY 5,000～JPY 5,999",https://tabelog.com/en/hokkaido/A0105/A010501/1003362/
98,Sushidokoro Kihara,3.69,335,Yunokawa Onsen,北海道函館市湯川町2丁目1-2,Sushi,"JPY 5,000～JPY 5,999","JPY 10,000～JPY 14,999",https://tabelog.com/en/hokkaido/A0105/A010501/1010279/
99,Restaurant ASPERGE,3.69,220,Biei,北海道上川郡美瑛町大町2 美瑛選果,"French, Vegetable dishes","JPY 4,000～JPY 4,999",-,https://tabelog.com/en/hokkaido/A0104/A010403/1005336/
100,Chuugoku Ryouri Gekkaou,3.69,89,Tanukikoji,北海道札幌市中央区南3条西3-3 B1F,Chinese,-,"JPY 6,000～JPY 7,999",https://tabelog.com/en/hokkaido/A0101/A010103/1055614/
101,Mariyonnu,3.69,53,Obihiro,北海道帯広市西一条南10-2-1,"French, Italian, Izakaya (Tavern)",-,"JPY 5,000～JPY 5,999",https://tabelog.com/en/hokkaido/A0111/A011101/1064481/
102,TAKAO,3.69,46,Maruyama Koen,北海道札幌市中央区南3条西23-2-10 Condo Maruyama KIRARI 1F,"Italian, Innovative",-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/hokkaido/A0101/A010105/1051245/
103,soup curry Suage+,3.68,1787,Susukino,北海道札幌市中央区南4条西5 都志松ビル 2F,Soup Curry,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",https://tabelog.com/en/hokkaido/A0101/A010103/1006004/
104,soup curry yellow,3.68,1437,Hosui Susukino,北海道札幌市中央区南三条西1-12-19 エルムビル　１Ｆ,"Soup Curry, Soup",～JPY 999,"JPY 1,000～JPY 1,999",https://tabelog.com/en/hokkaido/A0101/A010103/1002181/
105,Kari Hausukorombo,3.68,1013,Sapporo,北海道札幌市中央区北四条西4-1 札幌国際ビル B1F,Curry,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",https://tabelog.com/en/hokkaido/A0101/A010101/1004447/
106,Kin zushi,3.68,617,Bus Center Mae,北海道札幌市中央区北二条東7,Sushi,"JPY 6,000～JPY 7,999","JPY 10,000～JPY 14,999",https://tabelog.com/en/hokkaido/A0101/A010102/1000006/
107,Ise zushi,3.68,616,Otaru,北海道小樽市稲穂3-15-3,"Sushi, Seafood","JPY 8,000～JPY 9,999","JPY 10,000～JPY 14,999",https://tabelog.com/en/hokkaido/A0106/A010601/1000008/
108,Toshi,3.68,489,Nishi Yon Chome,北海道札幌市中央区南一条西2-5 南一条Ｋビル　Ｂ１Ｆ,"Hamburger steak, Vegetable dishes","JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",https://tabelog.com/en/hokkaido/A0101/A010102/1009680/
109,Bem Bera network company,3.68,417,Nishi Hatchome,北海道札幌市中央区南二条西7丁目 エムズスペース 1F,Soup Curry,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",https://tabelog.com/en/hokkaido/A0101/A010102/1000587/
110,Aigues Vives,3.68,398,Ranshima,北海道小樽市忍路1-195,Bread,-,"JPY 1,000～JPY 1,999",https://tabelog.com/en/hokkaido/A0106/A010601/1004949/
111,Gyo sai,3.68,288,Tanukikoji,北海道札幌市中央区南三条西5 三条美松ビル　４Ｆ,"Izakaya (Tavern), Nihonshu (Japanese sake), Japanese Cuisine",-,"JPY 4,000～JPY 4,999",https://tabelog.com/en/hokkaido/A0101/A010103/1000426/
112,Valore,3.68,185,-,北海道上川郡美瑛町美沢共生,                            Italian                          ,-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/hokkaido/A0104/A010403/1005335/
113,Sushi Kazu,3.68,111,Shinkawa,北海道札幌市北区北二十四条西19-4-14,Sushi,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/hokkaido/A0101/A010201/1000021/
114,Sushi Zen Hon Ten,3.68,109,Maruyama Koen,北海道札幌市中央区北一条西27-2-7,Sushi,"JPY 8,000～JPY 9,999","JPY 30,000～JPY 39,999",https://tabelog.com/en/hokkaido/A0101/A010105/1058675/
115,Furano Hoteru,3.68,98,Gakuden,北海道富良野市学田三区,"Ryokan, French",-,"JPY 40,000～JPY 49,999",https://tabelog.com/en/hokkaido/A0104/A010403/1009361/
116,Sushidokoro Minami,3.68,68,Jujigai,北海道函館市末広町9-5,Sushi,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/hokkaido/A0105/A010501/1005718/
117,Nihonshu Baru Auru,3.68,46,Hosui Susukino,北海道札幌市中央区南4条西1-7-3 パーキングとわ 3F,"Baru (Spanish style bar), Nihonshu (Japanese sake)",-,"JPY 4,000～JPY 4,999",https://tabelog.com/en/hokkaido/A0101/A010103/1056175/
118,Zabou rin,3.68,43,-,北海道虻田郡倶知安町花園76-4,"                            Ryokan, Regional Cuisine                          ",-,"JPY 80,000～JPY 99,999",https://tabelog.com/en/hokkaido/A0106/A010603/1054249/
