Rank,Name,Rating,Link,Genre,Avg_Lunch,Avg_Dinner,Address,Station,Reviews,URL,Dinner Price,Lunch Price,Price
37,TAGAWA,4.17,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B38,"" "",""+""),""+"", SUBSTITUTE(F38,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,35000.0,京都府京都市中京区夷川通御幸町西入松本町575-1,KYOTO SHIYAKUSHO MAE,169,https://tabelog.com/en/kyoto/A2601/A260202/26028604/,"JPY 30,000～JPY 39,999",-,35000.0
38,MAEDA,4.17,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B39,"" "",""+""),""+"", SUBSTITUTE(F39,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,45000.0,京都府京都市東山区祇園町南側570-118 1Ｆ,GION SHIJO,96,https://tabelog.com/en/kyoto/A2601/A260301/26020923/,"JPY 40,000～JPY 49,999",-,45000.0
39,KIKUNOI HONTEN HON TEN,4.16,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B40,"" "",""+""),""+"", SUBSTITUTE(F40,"" "",""+"")), ""Link"")",JAPANESE CUISINE,25000.0,25000.0,京都府京都市東山区下河原通八坂鳥居前下ル下河原町459,HIGASHIYAMA,449,https://tabelog.com/en/kyoto/A2601/A260301/26001346/,"JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",25000.0
40,MATAYOSHI,4.16,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B41,"" "",""+""),""+"", SUBSTITUTE(F41,"" "",""+"")), ""Link"")",JAPANESE CUISINE,25000.0,35000.0,京都府京都市東山区祇園町南側570-123,GION SHIJO,167,https://tabelog.com/en/kyoto/A2601/A260301/26006471/,"JPY 30,000～JPY 39,999","JPY 20,000～JPY 29,999",35000.0
41,MUROMACHI WAKUDEN,4.15,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B42,"" "",""+""),""+"", SUBSTITUTE(F42,"" "",""+"")), ""Link"")","JAPANESE CUISINE, CRAB",17500.0,25000.0,京都府京都市中京区堺町姉小路上ル丸木材木町679,KARASUMA OIKE,339,https://tabelog.com/en/kyoto/A2601/A260202/26000621/,"JPY 20,000～JPY 29,999","JPY 15,000～JPY 19,999",25000.0
42,NIHON RYOURIKENYA,4.15,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B43,"" "",""+""),""+"", SUBSTITUTE(F43,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,25000.0,京都府京都市左京区岡崎徳成町28-22,JINGU MARUTAMACHI,169,https://tabelog.com/en/kyoto/A2601/A260302/26035592/,"JPY 20,000～JPY 29,999",-,25000.0
43,HIGASHIYAMA TSUKASA,4.15,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B44,"" "",""+""),""+"", SUBSTITUTE(F44,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,35000.0,京都府京都市東山区西町127 三条白川橋ビル 2F,HIGASHIYAMA,115,https://tabelog.com/en/kyoto/A2601/A260301/26036658/,"JPY 30,000～JPY 39,999",-,35000.0
44,SHOURENIMMONZEKI MAETSUKIOKA,4.15,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B45,"" "",""+""),""+"", SUBSTITUTE(F45,"" "",""+"")), ""Link"")",JAPANESE CUISINE,17500.0,35000.0,京都府京都市東山区粟田口三条坊町16-2,HIGASHIYAMA,61,https://tabelog.com/en/kyoto/A2601/A260301/26035778/,"JPY 30,000～JPY 39,999","JPY 15,000～JPY 19,999",35000.0
45,SAKA GAWA,4.14,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B46,"" "",""+""),""+"", SUBSTITUTE(F46,"" "",""+"")), ""Link"")",JAPANESE CUISINE,25000.0,25000.0,京都府京都市東山区祇園町南側570-199,GION SHIJO,256,https://tabelog.com/en/kyoto/A2601/A260301/26001726/,"JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",25000.0
46,OTAGI,4.14,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B47,"" "",""+""),""+"", SUBSTITUTE(F47,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,35000.0,京都府京都市北区鷹峯土天井町18,KITAOJI,53,https://tabelog.com/en/kyoto/A2601/A260503/26031202/,"JPY 30,000～JPY 39,999",-,35000.0
47,MOTOI,4.13,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B48,"" "",""+""),""+"", SUBSTITUTE(F48,"" "",""+"")), ""Link"")",FRENCH,12500.0,25000.0,京都府京都市中京区富小路通二条下ル俵屋町186,KYOTO SHIYAKUSHO MAE,358,https://tabelog.com/en/kyoto/A2601/A260202/26019431/,"JPY 20,000～JPY 29,999","JPY 10,000～JPY 14,999",25000.0
48,TORI SAKI,4.13,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B49,"" "",""+""),""+"", SUBSTITUTE(F49,"" "",""+"")), ""Link"")","YAKITORI (GRILLED CHICKEN SKEWERS), CHICKEN DISHES, JAPANESE CUISINE",,17500.0,京都府京都市中京区押小路通室町東入蛸薬師町292-1,KARASUMA OIKE,285,https://tabelog.com/en/kyoto/A2601/A260202/26033122/,"JPY 15,000～JPY 19,999",-,17500.0
49,NISHI,4.13,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B50,"" "",""+""),""+"", SUBSTITUTE(F50,"" "",""+"")), ""Link"")",JAPANESE CUISINE,12500.0,25000.0,京都府京都市東山区月見町21-2 1F,GION SHIJO,240,https://tabelog.com/en/kyoto/A2601/A260301/26027852/,"JPY 20,000～JPY 29,999","JPY 10,000～JPY 14,999",25000.0
50,SEN,4.12,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B51,"" "",""+""),""+"", SUBSTITUTE(F51,"" "",""+"")), ""Link"")",JAPANESE CUISINE,17500.0,25000.0,京都府京都市下京区五条通柳馬場上ル塩竈町379,GOJO,141,https://tabelog.com/en/kyoto/A2601/A260201/26030495/,"JPY 20,000～JPY 29,999","JPY 15,000～JPY 19,999",25000.0
51,SHIMMONZEN YONEMURA,4.12,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B52,"" "",""+""),""+"", SUBSTITUTE(F52,"" "",""+"")), ""Link"")","INNOVATIVE, CREATIVE, FRENCH",12500.0,25000.0,京都府京都市東山区新門前通花見小路東入梅本町255,SANJO KEIHAN,98,https://tabelog.com/en/kyoto/A2601/A260301/26032575/,"JPY 20,000～JPY 29,999","JPY 10,000～JPY 14,999",25000.0
52,NISHIKAWA,4.1,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B53,"" "",""+""),""+"", SUBSTITUTE(F53,"" "",""+"")), ""Link"")",JAPANESE CUISINE,12500.0,25000.0,京都府京都市東山区下河原通八坂鳥居前下る下河原町473,GION SHIJO,471,https://tabelog.com/en/kyoto/A2601/A260301/26007611/,"JPY 20,000～JPY 29,999","JPY 10,000～JPY 14,999",25000.0
53,DAI ICHI,4.1,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B54,"" "",""+""),""+"", SUBSTITUTE(F54,"" "",""+"")), ""Link"")","SUPPON (SOFT-SHELL TURTLE), JAPANESE CUISINE, HOT POT",25000.0,25000.0,京都府京都市上京区六番町364,KITANO HAKUBAICHO,345,https://tabelog.com/en/kyoto/A2601/A260203/26000493/,"JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",25000.0
54,IL GARAGE,4.09,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B55,"" "",""+""),""+"", SUBSTITUTE(F55,"" "",""+"")), ""Link"")",ITALIAN,17500.0,25000.0,京都府京都市中京区道祐町147 2F,KARASUMA OIKE,62,https://tabelog.com/en/kyoto/A2601/A260202/26031986/,"JPY 20,000～JPY 29,999","JPY 15,000～JPY 19,999",25000.0
55,KYO SEIKA,4.08,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B56,"" "",""+""),""+"", SUBSTITUTE(F56,"" "",""+"")), ""Link"")",CHINESE,,25000.0,京都府京都市左京区岡崎円勝寺町36-3 ２Ｆ,HIGASHIYAMA,212,https://tabelog.com/en/kyoto/A2601/A260301/26006497/,"JPY 20,000～JPY 29,999",-,25000.0
56,TAKAYAMA,4.08,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B57,"" "",""+""),""+"", SUBSTITUTE(F57,"" "",""+"")), ""Link"")","INNOVATIVE, CREATIVE, ITALIAN",35000.0,35000.0,京都府京都市下京区河原町通四条下ル2稲荷町318-6 GOOD NATURE STATION 2F,KYOTO KAWARAMACHI,72,https://tabelog.com/en/kyoto/A2601/A260201/26033554/,"JPY 30,000～JPY 39,999","JPY 30,000～JPY 39,999",35000.0
57,BAR ROCKING CHAIR,4.07,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B58,"" "",""+""),""+"", SUBSTITUTE(F58,"" "",""+"")), ""Link"")",BAR,,3500.0,京都府京都市下京区御幸町通仏光寺下る橘町434-2,KYOTO KAWARAMACHI,412,https://tabelog.com/en/kyoto/A2601/A260201/26007698/,"JPY 3,000～JPY 3,999",-,3500.0
58,CENCI,4.06,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B59,"" "",""+""),""+"", SUBSTITUTE(F59,"" "",""+"")), ""Link"")","ITALIAN, INNOVATIVE",9000.0,25000.0,京都府京都市左京区聖護院円頓美町44-7,JINGU MARUTAMACHI,363,https://tabelog.com/en/kyoto/A2601/A260302/26024914/,"JPY 20,000～JPY 29,999","JPY 8,000～JPY 9,999",25000.0
59,RADICE,4.06,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B60,"" "",""+""),""+"", SUBSTITUTE(F60,"" "",""+"")), ""Link"")",ITALIAN,7000.0,12500.0,京都府京都市中京区鏡屋町50,MARUTAMACHI,150,https://tabelog.com/en/kyoto/A2601/A260202/26023199/,"JPY 10,000～JPY 14,999","JPY 6,000～JPY 7,999",12500.0
60,KITCHO ARASHIYAMA ARASHIYAMA HONTEN,4.05,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B61,"" "",""+""),""+"", SUBSTITUTE(F61,"" "",""+"")), ""Link"")",JAPANESE CUISINE,70000.0,70000.0,京都府京都市右京区嵯峨天龍寺芒ノ馬場町58,ARASHIYAMA,194,https://tabelog.com/en/kyoto/A2601/A260403/26001312/,"JPY 60,000～JPY 79,999","JPY 60,000～JPY 79,999",70000.0
61,RISTORANTE NAKAMOTO,4.05,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B62,"" "",""+""),""+"", SUBSTITUTE(F62,"" "",""+"")), ""Link"")","ITALIAN, FRENCH, INNOVATIVE",5500.0,12500.0,京都府木津川市木津南垣外122-1,KIZU,148,https://tabelog.com/en/kyoto/A2607/A260705/26018907/,"JPY 10,000～JPY 14,999","JPY 5,000～JPY 5,999",12500.0
