,Name,Rating,Reviews,Station,Address,Genre,Lunch Price,Dinner Price,URL
14,NH,4.21,100,Kitashinchi,大阪府大阪市北区曽根崎新地1-5-11 新陽3rdビル 1～2F,"French, Innovative","JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270101/27133396/
15,Nama Horumon Dokoro Osamuchan,4.20,252,Tsukuno,大阪府堺市西区鳳北町8-33-4,"Yakiniku (BBQ Beef), Horumon (BBQ Offel)",-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/osaka/A2705/A270501/27052134/
16,agnel d'or,4.19,456,Awaza,大阪府大阪市西区西本町2-4-4,French,"JPY 8,000～JPY 9,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270105/27074473/
17,Ohata,4.19,324,Oebashi,大阪府大阪市北区堂島1-4-8 廣ビル 2F,Sushi,-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/osaka/A2701/A270101/27057420/
18,SUGALABO V,4.19,319,Shinsaibashi,大阪府大阪市中央区心斎橋筋2-8-16 ルイ・ヴィトンメゾン 大阪御堂筋 7F,French,-,"JPY 60,000～JPY 79,999",https://tabelog.com/en/osaka/A2701/A270202/27116163/
19,Ono,4.19,231,Kitashinchi,大阪府大阪市北区曽根崎新地1-2-22 北リンデンビル 6F,Japanese Cuisine,"JPY 30,000～JPY 39,999","JPY 30,000～JPY 39,999",https://tabelog.com/en/osaka/A2701/A270101/27112164/
20,Funachef,4.19,160,Temma,大阪府大阪市北区黒崎町6-4,French,"JPY 15,000～JPY 19,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270101/27117389/
21,Numata,4.18,171,Kitashinchi,大阪府大阪市北区曽根崎新地1-10-2 北新地プレイス 7F,Tempura,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/osaka/A2701/A270101/27119864/
22,Tanaka Yoshihide,4.18,134,Kyobashi,大阪府大阪市都島区東野田3-7-1 東シャトービル,Chinese,-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/osaka/A2701/A270107/27135992/
23,Point,4.18,66,Shoji,大阪府豊中市上野東2-17-47,French,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2706/A270601/27115254/
24,TOM Curiosa,4.16,144,Kitashinchi,大阪府大阪市北区曽根崎新地1-2-7 櫻ビル 3F,Italian,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270101/27135015/
25,Noguchi Taro,4.14,373,Kitashinchi,大阪府大阪市北区曽根崎新地1-3-1 大橋ビル　3F,Japanese Cuisine,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270101/27046071/
26,La Kanro,4.14,142,Minamimorimachi,大阪府大阪市北区天神西町3-9 NUI南森町南側,"Innovative, French","JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270103/27119203/
27,Aoki,4.14,89,Tenjimbashisuji Rokuchome,大阪府大阪市北区天神橋7-12-14 グレーシィ天神橋ビル 1F,Japanese Cuisine,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270103/27076702/
28,La Cime,4.13,404,Hommachi,大阪府大阪市中央区瓦町3-2-15 瓦町ウサミビル　1F,French,"JPY 40,000～JPY 49,999","JPY 40,000～JPY 49,999",https://tabelog.com/en/osaka/A2701/A270106/27049485/
29,Shunsaiten Tsuchiya,4.13,290,Esaka,大阪府吹田市豊津町41-4,"Tempura, Japanese Cuisine, Seafood","JPY 6,000～JPY 7,999","JPY 10,000～JPY 14,999",https://tabelog.com/en/osaka/A2706/A270602/27017728/
30,gu cite,4.13,137,Temmabashi,大阪府大阪市北区天満2-7-1 末澤ビル 1F,Italian,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270104/27093817/
31,Higashichaya Nakamura,4.13,106,Tenjimbashisuji Rokuchome,大阪府大阪市北区本庄東1-25-8,Japanese Cuisine,-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/osaka/A2701/A270103/27113956/
32,SAWADA,4.10,84,Shin Fukushima,大阪府大阪市福島区福島4-2-50,Japanese Cuisine,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270108/27137065/
33,Tonkatsu Noguchi,4.09,321,Nakatsu,大阪府大阪市北区中津3-14-2 平家アパート 1F,"Tonkatsu (Pork cutlet), Katsu-don (Pork cutlet bowl)","JPY 4,000～JPY 4,999","JPY 6,000～JPY 7,999",https://tabelog.com/en/osaka/A2701/A270101/27126154/
34,Wayoushusai Hide,4.08,263,Shinsaibashi,大阪府大阪市中央区心斎橋筋2-1-3,Izakaya (Tavern),-,"JPY 8,000～JPY 9,999",https://tabelog.com/en/osaka/A2701/A270201/27013057/
35,Tsune chan,4.08,158,Goryomae,大阪府堺市堺区御陵通4-7 和伸ビル 1F,"Yakiniku (BBQ Beef), Horumon (BBQ Offel)",-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/osaka/A2705/A270501/27079111/
36,Wafuu Motsu Ryouriarata,4.07,568,Nishinakajima Minamigata,大阪府大阪市淀川区西中島4-2-8 Ｂ１Ｆ,Beef dishes,-,"JPY 3,000～JPY 3,999",https://tabelog.com/en/osaka/A2701/A270301/27012977/
37,Yakiniku Masachiyan,4.07,90,Tsumori,大阪府大阪市西成区鶴見橋3-8-21,Yakiniku (BBQ Beef),-,"JPY 6,000～JPY 7,999",https://tabelog.com/en/osaka/A2701/A270406/27023255/
38,U. KAI,4.07,82,Oebashi,大阪府大阪市北区曽根崎新地1-1-40 ジロービル B1F,Innovative,-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/osaka/A2701/A270101/27116521/
39,mikami limited50,4.07,62,-,大阪府大阪市,                            Sushi                          ,-,"JPY 40,000～JPY 49,999",https://tabelog.com/en/osaka/A2701/A270201/27124954/
40,Zeshin,4.06,249,Oebashi,大阪府大阪市北区西天満2-9-3 西天満ロイヤービル B1F,Japanese Cuisine,"JPY 10,000～JPY 14,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270101/27077650/
41,Alarde,4.06,176,Nishiohashi,大阪府大阪市西区阿波座1-14-4 サインカンパニービル 1F,"Spain, European",-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/osaka/A2701/A270106/27090095/
42,Nikukappou Yamaguchi,4.06,123,Oebashi,大阪府大阪市北区曽根崎新地1-1-11 北陽ビル 1F,Japanese Cuisine,-,"JPY 40,000～JPY 49,999",https://tabelog.com/en/osaka/A2701/A270102/27086624/
43,Keiraku Yakiniku Pome,4.05,322,Nagahoribashi,大阪府大阪市中央区東心斎橋2-1-25 大優ビル 1F,Yakiniku (BBQ Beef),-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/osaka/A2701/A270201/27119987/
44,Tada,4.05,282,Kitashinchi,大阪府大阪市北区曽根崎新地1-5-26 永楽リンデンビル　 4F,Sushi,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/osaka/A2701/A270101/27003367/
45,Kaara,4.05,232,Oebashi,大阪府大阪市北区曽根崎新地1-1-18 グリーンテラスビル　６Ｆ,Bar,-,"JPY 6,000～JPY 7,999",https://tabelog.com/en/osaka/A2701/A270101/27003386/
46,Oosaka Temmanguu Sus Hi Toyonaga,4.04,199,Osakatemmangu,大阪府大阪市北区天神橋2-5-3 1Ｆ,Sushi,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/osaka/A2701/A270103/27105145/
47,Miyamoto,4.04,137,Osakatemmangu,大阪府大阪市北区東天満2-10-28 フローライト南森町 1階,Japanese Cuisine,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270103/27068283/
48,Kashiwaya Osaka Senriyama,4.03,172,Kandaimae,大阪府吹田市千里山西2-5-18,Japanese Cuisine,"JPY 10,000～JPY 14,999","JPY 15,000～JPY 19,999",https://tabelog.com/en/osaka/A2706/A270602/27001141/
49,Goichi,4.02,446,Higobashi,大阪府大阪市西区江戸堀1-19-12 1F,Yakitori (Grilled chicken skewers),"JPY 8,000～JPY 9,999","JPY 10,000～JPY 14,999",https://tabelog.com/en/osaka/A2701/A270102/27112024/
50,kamoshiya Kusumoto,4.02,291,Shin Fukushima,大阪府大阪市福島区福島5-17-14,"Creative, Japanese Cuisine, Innovative",-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/osaka/A2701/A270108/27010572/
51,TOMONO,4.02,130,Kitashinchi,大阪府大阪市北区曽根崎新地1-10-2 KITASHINCHI PLACE 9F,Chinese,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270101/27121125/
52,AUBE,4.02,28,Naniwabashi,大阪府大阪市北区西天満4-4-8 2F,Chinese,-,"JPY 40,000～JPY 49,999",https://tabelog.com/en/osaka/A2701/A270103/27106973/
53,Sushi Shizuku,4.01,251,Nagahoribashi,大阪府大阪市中央区東心斎橋2-1-27 周防町ウィングス 1F,"Sushi, Seafood, Japanese Cuisine",-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270201/27093524/
54,BOTANI CURRY,4.00,1284,Hommachi,大阪府大阪市中央区瓦町4-5-3 日宝西本町ビル 1F,"Curry, Indian curry",～JPY 999,-,https://tabelog.com/en/osaka/A2701/A270102/27073555/
55,Shimanami French Murakami,4.00,394,Osakatemmangu,大阪府大阪市北区天神橋1-13-15 大阪グリーン会館 102,"French, Innovative","JPY 6,000～JPY 7,999","JPY 15,000～JPY 19,999",https://tabelog.com/en/osaka/A2701/A270103/27100646/
56,Raku Raku,3.99,1580,Kozu,大阪府交野市幾野6-6-1,Udon (Wheat noodles),"JPY 1,000～JPY 1,999",-,https://tabelog.com/en/osaka/A2707/A270704/27011240/
57,Ichi Matsu,3.99,684,Kitashinchi,大阪府大阪市北区堂島1-5-1 エスパス北新地23・1F,"Yakitori (Grilled chicken skewers), Creative","JPY 15,000～JPY 19,999","JPY 15,000～JPY 19,999",https://tabelog.com/en/osaka/A2701/A270101/27013209/
58,ad hoc,3.98,373,Shin Fukushima,大阪府大阪市福島区福島1-1-48,French,"JPY 15,000～JPY 19,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270108/27080791/
59,Yasuke,3.97,250,Shukuin,大阪府堺市堺区大町東1-1-18,Sushi,"JPY 6,000～JPY 7,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2705/A270501/27001079/
60,Ryouriya inaya,3.97,114,Kitashinchi,大阪府大阪市北区曽根崎新地1-10-2 北新地プレイス 7F,Japanese Cuisine,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270101/27121156/
61,Bar,3.96,133,Osaka Namba,大阪府大阪市中央区心斎橋筋2-3-11,Bar,-,"JPY 3,000～JPY 3,999",https://tabelog.com/en/osaka/A2701/A270202/27064091/
62,Nara kimya bettei Zakuro,3.95,271,Oebashi,大阪府大阪市北区西天満2-7-19 西宝ビル 1F,"Yakiniku (BBQ Beef), Steak, Teppanyaki",-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270101/27113560/
63,Shinchi Yamamoto,3.95,49,Oebashi,大阪府大阪市北区堂島1-1-13,"Japanese Cuisine, Creative",-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270101/27079462/
64,La Baie,3.94,633,Nishi Umeda,大阪府大阪市北区梅田2-5-25 ザ・リッツ・カールトン大阪 5F,French,"JPY 10,000～JPY 14,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270101/27000702/
65,Mamma Sa,3.94,622,Tsuruhashi,大阪府大阪市生野区桃谷3-3-2,"Yakiniku (BBQ Beef), Horumon (BBQ Offel)",-,"JPY 6,000～JPY 7,999",https://tabelog.com/en/osaka/A2701/A270205/27000561/
66,IAKU,3.94,96,Kitashinchi,大阪府大阪市北区曽根崎新地1-3-30 北新地KOHDAビル6階606B号室,Innovative,"JPY 10,000～JPY 14,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270101/27130596/
67,PARIS h,3.93,1147,Watanabebashi,大阪府大阪市北区中之島3-6-32 ダイビル本館 1F,"Bread, Sweets",～JPY 999,～JPY 999,https://tabelog.com/en/osaka/A2701/A270108/27074010/
68,Sushi Minoki,3.93,124,Kitashinchi,大阪府大阪市北区曽根崎新地1-2-6 新松リンデンビル 1F,Sushi,-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/osaka/A2701/A270101/27118905/
69,Byaku An,3.92,1391,Kanzakigawa,大阪府大阪市淀川区新高6-12-7 三和マンション 1F,"Udon (Wheat noodles), Curry Udon",～JPY 999,～JPY 999,https://tabelog.com/en/osaka/A2701/A270302/27014852/
70,Nihon Ryourirakushin,3.92,221,Shin Fukushima,大阪府大阪市福島区福島1-6-14 1F,Japanese Cuisine,"JPY 6,000～JPY 7,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270108/27073089/
71,Grand rocher,3.91,550,Yodoyabashi,大阪府大阪市中央区伏見町4-3-9 HK淀屋橋ガーデンアベニュー 1F,"French, Innovative","JPY 6,000～JPY 7,999","JPY 8,000～JPY 9,999",https://tabelog.com/en/osaka/A2701/A270102/27097439/
72,Matsu sushi,3.91,247,Kitabatake,大阪府大阪市阿倍野区王子町3-13-6,"Sushi, Seafood, Japanese Cuisine","JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270203/27015415/
73,Uosada,3.91,118,Shin Fukushima,大阪府大阪市福島区福島5-17-20 日之出ビル　１Ｆ,"Japanese Cuisine, Seafood","JPY 40,000～JPY 49,999","JPY 40,000～JPY 49,999",https://tabelog.com/en/osaka/A2701/A270108/27001233/
74,Asador ROCA,3.91,63,Yodoyabashi,大阪府大阪市中央区平野町2-6-4 アトレ三休平野町ビル 1F,Spain,-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/osaka/A2701/A270102/27100677/
75,Teruya,3.91,44,Tanimachi 9 Chome,大阪府大阪市中央区上汐2-1-24 グレース上汐 101,Japanese Cuisine,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270203/27104332/
76,teuchi udon ue wo muite,3.90,570,Korien,大阪府寝屋川市香里南之町34-5,Udon (Wheat noodles),"JPY 1,000～JPY 1,999",-,https://tabelog.com/en/osaka/A2707/A270702/27094977/
77,Ichiyo,3.90,437,Nippombashi,大阪府大阪市中央区島之内2-11-20 吉富マンション 1F,Japanese Cuisine,-,"JPY 10,000～JPY 14,999",https://tabelog.com/en/osaka/A2701/A270202/27000387/
78,Jibun Doki,3.90,377,Hommachi,大阪府大阪市中央区南久宝寺町4-5-11 ライオンズマンション御堂本町 1F,"Teppanyaki, Okonomiyaki (Japanese savory pancake), Steak",-,"JPY 5,000～JPY 5,999",https://tabelog.com/en/osaka/A2701/A270106/27001808/
79,Matsuya,3.90,39,Naniwabashi,大阪府大阪市北区西天満4-2-7 昭栄ビル北館　１Ｆ,Japanese Cuisine,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/osaka/A2701/A270103/27055493/
80,QUINTOCANTO,3.89,868,Watanabebashi,大阪府大阪市北区中之島3-6-32 ダイビル本館 1F,Italian,"JPY 8,000～JPY 9,999","JPY 15,000～JPY 19,999",https://tabelog.com/en/osaka/A2701/A270108/27073813/
81,To Sara,3.89,223,Oebashi,大阪府大阪市北区西天満2-7-26 徳矢ビル 1F,"Innovative, Italian, Seafood","JPY 10,000～JPY 14,999","JPY 10,000～JPY 14,999",https://tabelog.com/en/osaka/A2701/A270101/27106878/
82,Kokorone,3.88,70,-,大阪府高槻市中畑久保条15-1,"                            Japanese Cuisine, Seafood                          ","JPY 10,000～JPY 14,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2706/A270604/27108331/
83,kashimiru,3.87,819,Kitahama,大阪府大阪市中央区東高麗橋6-2,Curry,"JPY 1,000～JPY 1,999",-,https://tabelog.com/en/osaka/A2701/A270102/27003694/
84,Youshoku Izumi,3.87,118,Oebashi,大阪府大阪市北区西天満4-9-20 東興ビル 1F,Yoshoku (Japanese style western cuisine),-,"JPY 8,000～JPY 9,999",https://tabelog.com/en/osaka/A2701/A270101/27118018/
85,Kosuda,3.87,98,Tenjimbashisuji Rokuchome,大阪府大阪市北区国分寺2-3-13 2F,Innovative,-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/osaka/A2701/A270103/27127044/
86,Kyuuyamu tei Karahori Ten,3.86,1215,Tanimachi 6 Chome,大阪府大阪市中央区谷町6-4-23,"Curry, Cafe","JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",https://tabelog.com/en/osaka/A2701/A270204/27060944/
87,ACID RACINES,3.86,999,Temmabashi,大阪府大阪市中央区内平野町1-4-6 ヴィヴァーチェ 大手前 1F,"Cake, Macaroon","JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",https://tabelog.com/en/osaka/A2701/A270104/27071315/
88,NAKATSU WONIKU,3.86,217,Nakatsu,大阪府大阪市北区豊崎4-2-11,Beef dishes,-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/osaka/A2701/A270101/27119483/
89,Ougimachi Udon'Ya Asurou,3.85,587,Ogimachi,大阪府大阪市北区天神橋3-8-3 マチスビル 1F,"Udon (Wheat noodles), Curry Udon",～JPY 999,-,https://tabelog.com/en/osaka/A2701/A270103/27110013/
90,Ishii Junia,3.85,179,Naniwabashi,大阪府大阪市北区西天満3-11-4 2F,"Yakitori (Grilled chicken skewers), Chicken dishes, Mizutaki",-,"JPY 8,000～JPY 9,999",https://tabelog.com/en/osaka/A2701/A270103/27117939/
91,Udon Kyutaro,3.84,1533,Hommachi,大阪府大阪市中央区久太郎町3-1-16 丼池繊維会館 1F,"Udon (Wheat noodles), Tempura, Japanese Cuisine",～JPY 999,-,https://tabelog.com/en/osaka/A2701/A270106/27100801/
92,Nagahori,3.84,386,Tamatsukuri,大阪府大阪市中央区上町1-3-9,"Izakaya (Tavern), Creative, Japanese Cuisine","JPY 10,000～JPY 14,999","JPY 10,000～JPY 14,999",https://tabelog.com/en/osaka/A2701/A270204/27000581/
93,Ueroku Wain,3.84,89,Osaka Uehommachi,大阪府大阪市天王寺区東高津町4-15,"Spain, Wine bar, Dining bar",-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/osaka/A2701/A270205/27136410/
94,Ki Gawa,3.83,205,Nippombashi,大阪府大阪市中央区道頓堀1-7-7,Japanese Cuisine,"JPY 8,000～JPY 9,999","JPY 15,000～JPY 19,999",https://tabelog.com/en/osaka/A2701/A270202/27001248/
95,shin haku,3.83,172,Higashi Umeda,大阪府大阪市北区西天満6-6-12,Yakitori (Grilled chicken skewers),-,"JPY 10,000～JPY 14,999",https://tabelog.com/en/osaka/A2701/A270101/27122059/
96,Kitashinchi Yamagataya,3.83,137,Kitashinchi,大阪府大阪市北区堂島1-5-5 エスパス北新地25 3Ｆ,"Horumon (BBQ Offel), Yakiniku (BBQ Beef)",-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270101/27011099/
97,"BAR, K",3.83,136,Kitashinchi,大阪府大阪市北区曽根崎新地1-3-3 好陽ビル　Ｂ１Ｆ,Bar,-,"JPY 3,000～JPY 3,999",https://tabelog.com/en/osaka/A2701/A270101/27002057/
98,Hohho,3.83,110,Temma,大阪府大阪市北区池田町9-9,"Korean, Izakaya (Tavern)",-,"JPY 8,000～JPY 9,999",https://tabelog.com/en/osaka/A2701/A270103/27135839/
99,Kitashinchi Fuka,3.83,57,Oebashi,大阪府大阪市北区堂島浜1-3-22 ビル 堂島タウン B1F,Dumplings,-,"JPY 10,000～JPY 14,999",https://tabelog.com/en/osaka/A2701/A270101/27135796/
100,CALENDRIER,3.82,654,Hommachi,大阪府大阪市中央区本町3-2-15 小原3ビル 1F,French,"JPY 8,000～JPY 9,999","JPY 15,000～JPY 19,999",https://tabelog.com/en/osaka/A2701/A270106/27000095/
101,Sushi Hijiri,3.82,186,Fukushima,大阪府大阪市福島区鷺州2-11-24,"Sushi, Seafood, Japanese Cuisine","JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270108/27124287/
102,Kadoya Shokudou Sohon Ten,3.81,2695,Nishinagahori,大阪府大阪市西区新町4-16-13 キャピタル西長堀 1F,"Ramen, Tsukemen, Abura soba mixed noodle","JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",https://tabelog.com/en/osaka/A2701/A270105/27001084/
103,Soba Takama,3.81,756,Tenjimbashisuji Rokuchome,大阪府大阪市北区天神橋7-12-14 グレーシィ天神橋ビル１号館,Soba (Buckwheat noodles),"JPY 1,000～JPY 1,999",-,https://tabelog.com/en/osaka/A2701/A270103/27000530/
104,Matasaburo,3.81,563,Nagai,大阪府大阪市住吉区長居2-13-13 長居パークホテル　１F,"Yakiniku (BBQ Beef), Steak, Horumon (BBQ Offel)","JPY 4,000～JPY 4,999","JPY 10,000～JPY 14,999",https://tabelog.com/en/osaka/A2701/A270404/27057397/
105,Gomenne Jiro,3.81,502,Temma,大阪府大阪市北区池田町8-9,"Yoshoku (Japanese style western cuisine), Bistro",-,"JPY 2,000～JPY 2,999",https://tabelog.com/en/osaka/A2701/A270103/27012753/
106,Unagiya,3.81,459,Nishinakajima Minamigata,大阪府大阪市淀川区西中島4-5-22 第3新大阪ビル 1F,Unagi (Eel),"JPY 6,000～JPY 7,999","JPY 6,000～JPY 7,999",https://tabelog.com/en/osaka/A2701/A270301/27080635/
107,kitashinchi fukutatei ukai,3.81,356,Kitashinchi,大阪府大阪市北区曽根崎新地1丁目11-19 北新地スタービル Ｂ１,"Steak, Italian, Wine bar","JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270101/27066944/
108,BAR JUNIPER,3.81,246,Oebashi,大阪府大阪市北区堂島1-4-4 NJビル1F,Bar,-,-,https://tabelog.com/en/osaka/A2701/A270101/27057361/
109,"Patisserie Ravi,e relier",3.80,1143,Nakazakicho,大阪府大阪市北区山崎町5-13,"Cake, Bread",-,"JPY 1,000～JPY 1,999",https://tabelog.com/en/osaka/A2701/A270103/27044987/
110,Niji No Hotoke,3.80,810,Shitennoji Mae Yuhigaoka,大阪府大阪市天王寺区四天王寺1-12-23,"Curry, Yoshoku (Japanese style western cuisine)","JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",https://tabelog.com/en/osaka/A2701/A270203/27066977/
111,SOMA,3.80,790,Nakatsu,大阪府大阪市北区中津3-18-2,Curry,"JPY 1,000～JPY 1,999",-,https://tabelog.com/en/osaka/A2701/A270101/27065233/
112,Oimatsu Miyamoto,3.80,80,Oebashi,大阪府大阪市北区西天満4-10-17,Yakitori (Grilled chicken skewers),-,"JPY 10,000～JPY 14,999",https://tabelog.com/en/osaka/A2701/A270102/27106123/
113,Fushimichou Kakoiyama,3.80,47,Kitahama,大阪府大阪市中央区伏見町2-4-12,Japanese Cuisine,"JPY 10,000～JPY 14,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270102/27132209/
114,É nye,3.79,228,Sakaisuji Hommachi,大阪府大阪市中央区安土町1-6-3 エステムプラザ本町クロス 1F,Spain,"JPY 8,000～JPY 9,999","JPY 15,000～JPY 19,999",https://tabelog.com/en/osaka/A2701/A270106/27086016/
115,Sumishou Mikuriya,3.79,167,Minamimorimachi,大阪府大阪市北区西天満5-10-4,"Yakitori (Grilled chicken skewers), Chicken dishes, Izakaya (Tavern)",-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/osaka/A2701/A270103/27106249/
116,Sushis Shizuku Nishitenma,3.79,119,Oebashi,大阪府大阪市北区西天満2-3-15 千都ビル 1F,Sushi,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/osaka/A2701/A270102/27130932/
117,Takahashi Kentarou,3.79,51,Naniwabashi,大阪府大阪市北区西天満4-7-7 サン・システム西天満ガストロプラザ 2F,Sushi,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/osaka/A2701/A270101/27140862/
118,udon bou Oosaka Honten,3.78,2034,Higashi Umeda,大阪府大阪市北区梅田1-1-3 大阪駅前第3ビル B2F,"Udon (Wheat noodles), Tempura, Udon Suki",～JPY 999,"JPY 1,000～JPY 1,999",https://tabelog.com/en/osaka/A2701/A270101/27003766/
119,Takeuchi Udon Ten,3.78,1454,Nakatsu,大阪府大阪市北区豊崎5-2-19,"Udon (Wheat noodles), Deep-fried foods",～JPY 999,-,https://tabelog.com/en/osaka/A2701/A270101/27006684/
