Rank,Name,Rating,Link,Genre,Avg_Lunch,Avg_Dinner,Address,Station,Reviews,URL,Dinner Price,Lunch Price,Price
21,FUNACHEF,4.19,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B22,"" "",""+""),""+"", SUBSTITUTE(F22,"" "",""+"")), ""Link"")",FRENCH,17500.0,25000.0,大阪府大阪市北区黒崎町6-4,TEMMA,160,https://tabelog.com/en/osaka/A2701/A270101/27117389/,"JPY 20,000～JPY 29,999","JPY 15,000～JPY 19,999",25000.0
22,NUMATA,4.18,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B23,"" "",""+""),""+"", SUBSTITUTE(F23,"" "",""+"")), ""Link"")",TEMPURA,,35000.0,大阪府大阪市北区曽根崎新地1-10-2 北新地プレイス 7F,KITASHINCHI,171,https://tabelog.com/en/osaka/A2701/A270101/27119864/,"JPY 30,000～JPY 39,999",-,35000.0
23,TANAKA YOSHIHIDE,4.18,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B24,"" "",""+""),""+"", SUBSTITUTE(F24,"" "",""+"")), ""Link"")",CHINESE,,17500.0,大阪府大阪市都島区東野田3-7-1 東シャトービル,KYOBASHI,134,https://tabelog.com/en/osaka/A2701/A270107/27135992/,"JPY 15,000～JPY 19,999",-,17500.0
24,POINT,4.18,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B25,"" "",""+""),""+"", SUBSTITUTE(F25,"" "",""+"")), ""Link"")",FRENCH,,25000.0,大阪府豊中市上野東2-17-47,SHOJI,66,https://tabelog.com/en/osaka/A2706/A270601/27115254/,"JPY 20,000～JPY 29,999",-,25000.0
25,TOM CURIOSA,4.16,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B26,"" "",""+""),""+"", SUBSTITUTE(F26,"" "",""+"")), ""Link"")",ITALIAN,,25000.0,大阪府大阪市北区曽根崎新地1-2-7 櫻ビル 3F,KITASHINCHI,144,https://tabelog.com/en/osaka/A2701/A270101/27135015/,"JPY 20,000～JPY 29,999",-,25000.0
26,NOGUCHI TARO,4.14,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B27,"" "",""+""),""+"", SUBSTITUTE(F27,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,25000.0,大阪府大阪市北区曽根崎新地1-3-1 大橋ビル　3F,KITASHINCHI,373,https://tabelog.com/en/osaka/A2701/A270101/27046071/,"JPY 20,000～JPY 29,999",-,25000.0
27,LA KANRO,4.14,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B28,"" "",""+""),""+"", SUBSTITUTE(F28,"" "",""+"")), ""Link"")","INNOVATIVE, FRENCH",25000.0,25000.0,大阪府大阪市北区天神西町3-9 NUI南森町南側,MINAMIMORIMACHI,142,https://tabelog.com/en/osaka/A2701/A270103/27119203/,"JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",25000.0
28,AOKI,4.14,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B29,"" "",""+""),""+"", SUBSTITUTE(F29,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,25000.0,大阪府大阪市北区天神橋7-12-14 グレーシィ天神橋ビル 1F,TENJIMBASHISUJI ROKUCHOME,89,https://tabelog.com/en/osaka/A2701/A270103/27076702/,"JPY 20,000～JPY 29,999",-,25000.0
29,LA CIME,4.13,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B30,"" "",""+""),""+"", SUBSTITUTE(F30,"" "",""+"")), ""Link"")",FRENCH,45000.0,45000.0,大阪府大阪市中央区瓦町3-2-15 瓦町ウサミビル　1F,HOMMACHI,404,https://tabelog.com/en/osaka/A2701/A270106/27049485/,"JPY 40,000～JPY 49,999","JPY 40,000～JPY 49,999",45000.0
30,SHUNSAITEN TSUCHIYA,4.13,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B31,"" "",""+""),""+"", SUBSTITUTE(F31,"" "",""+"")), ""Link"")","TEMPURA, JAPANESE CUISINE, SEAFOOD",7000.0,12500.0,大阪府吹田市豊津町41-4,ESAKA,290,https://tabelog.com/en/osaka/A2706/A270602/27017728/,"JPY 10,000～JPY 14,999","JPY 6,000～JPY 7,999",12500.0
31,GU CITE,4.13,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B32,"" "",""+""),""+"", SUBSTITUTE(F32,"" "",""+"")), ""Link"")",ITALIAN,,25000.0,大阪府大阪市北区天満2-7-1 末澤ビル 1F,TEMMABASHI,137,https://tabelog.com/en/osaka/A2701/A270104/27093817/,"JPY 20,000～JPY 29,999",-,25000.0
32,HIGASHICHAYA NAKAMURA,4.13,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B33,"" "",""+""),""+"", SUBSTITUTE(F33,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,17500.0,大阪府大阪市北区本庄東1-25-8,TENJIMBASHISUJI ROKUCHOME,106,https://tabelog.com/en/osaka/A2701/A270103/27113956/,"JPY 15,000～JPY 19,999",-,17500.0
33,SAWADA,4.1,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B34,"" "",""+""),""+"", SUBSTITUTE(F34,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,25000.0,大阪府大阪市福島区福島4-2-50,SHIN FUKUSHIMA,84,https://tabelog.com/en/osaka/A2701/A270108/27137065/,"JPY 20,000～JPY 29,999",-,25000.0
34,TONKATSU NOGUCHI,4.09,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B35,"" "",""+""),""+"", SUBSTITUTE(F35,"" "",""+"")), ""Link"")","TONKATSU (PORK CUTLET), KATSU-DON (PORK CUTLET BOWL)",4500.0,7000.0,大阪府大阪市北区中津3-14-2 平家アパート 1F,NAKATSU,321,https://tabelog.com/en/osaka/A2701/A270101/27126154/,"JPY 6,000～JPY 7,999","JPY 4,000～JPY 4,999",7000.0
35,WAYOUSHUSAI HIDE,4.08,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B36,"" "",""+""),""+"", SUBSTITUTE(F36,"" "",""+"")), ""Link"")",IZAKAYA (TAVERN),,9000.0,大阪府大阪市中央区心斎橋筋2-1-3,SHINSAIBASHI,263,https://tabelog.com/en/osaka/A2701/A270201/27013057/,"JPY 8,000～JPY 9,999",-,9000.0
36,TSUNE CHAN,4.08,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B37,"" "",""+""),""+"", SUBSTITUTE(F37,"" "",""+"")), ""Link"")","YAKINIKU (BBQ BEEF), HORUMON (BBQ OFFEL)",,17500.0,大阪府堺市堺区御陵通4-7 和伸ビル 1F,GORYOMAE,158,https://tabelog.com/en/osaka/A2705/A270501/27079111/,"JPY 15,000～JPY 19,999",-,17500.0
37,WAFUU MOTSU RYOURIARATA,4.07,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B38,"" "",""+""),""+"", SUBSTITUTE(F38,"" "",""+"")), ""Link"")",BEEF DISHES,,3500.0,大阪府大阪市淀川区西中島4-2-8 Ｂ１Ｆ,NISHINAKAJIMA MINAMIGATA,568,https://tabelog.com/en/osaka/A2701/A270301/27012977/,"JPY 3,000～JPY 3,999",-,3500.0
38,YAKINIKU MASACHIYAN,4.07,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B39,"" "",""+""),""+"", SUBSTITUTE(F39,"" "",""+"")), ""Link"")",YAKINIKU (BBQ BEEF),,7000.0,大阪府大阪市西成区鶴見橋3-8-21,TSUMORI,90,https://tabelog.com/en/osaka/A2701/A270406/27023255/,"JPY 6,000～JPY 7,999",-,7000.0
39,U. KAI,4.07,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B40,"" "",""+""),""+"", SUBSTITUTE(F40,"" "",""+"")), ""Link"")",INNOVATIVE,,17500.0,大阪府大阪市北区曽根崎新地1-1-40 ジロービル B1F,OEBASHI,82,https://tabelog.com/en/osaka/A2701/A270101/27116521/,"JPY 15,000～JPY 19,999",-,17500.0
40,MIKAMI LIMITED50,4.07,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B41,"" "",""+""),""+"", SUBSTITUTE(F41,"" "",""+"")), ""Link"")",SUSHI,,45000.0,大阪府大阪市,-,62,https://tabelog.com/en/osaka/A2701/A270201/27124954/,"JPY 40,000～JPY 49,999",-,45000.0
41,ZESHIN,4.06,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B42,"" "",""+""),""+"", SUBSTITUTE(F42,"" "",""+"")), ""Link"")",JAPANESE CUISINE,12500.0,25000.0,大阪府大阪市北区西天満2-9-3 西天満ロイヤービル B1F,OEBASHI,249,https://tabelog.com/en/osaka/A2701/A270101/27077650/,"JPY 20,000～JPY 29,999","JPY 10,000～JPY 14,999",25000.0
42,ALARDE,4.06,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B43,"" "",""+""),""+"", SUBSTITUTE(F43,"" "",""+"")), ""Link"")","SPAIN, EUROPEAN",,17500.0,大阪府大阪市西区阿波座1-14-4 サインカンパニービル 1F,NISHIOHASHI,176,https://tabelog.com/en/osaka/A2701/A270106/27090095/,"JPY 15,000～JPY 19,999",-,17500.0
43,NIKUKAPPOU YAMAGUCHI,4.06,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B44,"" "",""+""),""+"", SUBSTITUTE(F44,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,45000.0,大阪府大阪市北区曽根崎新地1-1-11 北陽ビル 1F,OEBASHI,123,https://tabelog.com/en/osaka/A2701/A270102/27086624/,"JPY 40,000～JPY 49,999",-,45000.0
44,KEIRAKU YAKINIKU POME,4.05,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B45,"" "",""+""),""+"", SUBSTITUTE(F45,"" "",""+"")), ""Link"")",YAKINIKU (BBQ BEEF),,17500.0,大阪府大阪市中央区東心斎橋2-1-25 大優ビル 1F,NAGAHORIBASHI,322,https://tabelog.com/en/osaka/A2701/A270201/27119987/,"JPY 15,000～JPY 19,999",-,17500.0
45,TADA,4.05,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B46,"" "",""+""),""+"", SUBSTITUTE(F46,"" "",""+"")), ""Link"")",SUSHI,,35000.0,大阪府大阪市北区曽根崎新地1-5-26 永楽リンデンビル　 4F,KITASHINCHI,282,https://tabelog.com/en/osaka/A2701/A270101/27003367/,"JPY 30,000～JPY 39,999",-,35000.0
46,KAARA,4.05,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B47,"" "",""+""),""+"", SUBSTITUTE(F47,"" "",""+"")), ""Link"")",BAR,,7000.0,大阪府大阪市北区曽根崎新地1-1-18 グリーンテラスビル　６Ｆ,OEBASHI,232,https://tabelog.com/en/osaka/A2701/A270101/27003386/,"JPY 6,000～JPY 7,999",-,7000.0
47,OOSAKA TEMMANGUU SUS HI TOYONAGA,4.04,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B48,"" "",""+""),""+"", SUBSTITUTE(F48,"" "",""+"")), ""Link"")",SUSHI,,35000.0,大阪府大阪市北区天神橋2-5-3 1Ｆ,OSAKATEMMANGU,199,https://tabelog.com/en/osaka/A2701/A270103/27105145/,"JPY 30,000～JPY 39,999",-,35000.0
48,MIYAMOTO,4.04,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B49,"" "",""+""),""+"", SUBSTITUTE(F49,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,25000.0,大阪府大阪市北区東天満2-10-28 フローライト南森町 1階,OSAKATEMMANGU,137,https://tabelog.com/en/osaka/A2701/A270103/27068283/,"JPY 20,000～JPY 29,999",-,25000.0
49,KASHIWAYA OSAKA SENRIYAMA,4.03,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B50,"" "",""+""),""+"", SUBSTITUTE(F50,"" "",""+"")), ""Link"")",JAPANESE CUISINE,12500.0,17500.0,大阪府吹田市千里山西2-5-18,KANDAIMAE,172,https://tabelog.com/en/osaka/A2706/A270602/27001141/,"JPY 15,000～JPY 19,999","JPY 10,000～JPY 14,999",17500.0
50,GOICHI,4.02,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B51,"" "",""+""),""+"", SUBSTITUTE(F51,"" "",""+"")), ""Link"")",YAKITORI (GRILLED CHICKEN SKEWERS),9000.0,12500.0,大阪府大阪市西区江戸堀1-19-12 1F,HIGOBASHI,446,https://tabelog.com/en/osaka/A2701/A270102/27112024/,"JPY 10,000～JPY 14,999","JPY 8,000～JPY 9,999",12500.0
51,KAMOSHIYA KUSUMOTO,4.02,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B52,"" "",""+""),""+"", SUBSTITUTE(F52,"" "",""+"")), ""Link"")","CREATIVE, JAPANESE CUISINE, INNOVATIVE",,35000.0,大阪府大阪市福島区福島5-17-14,SHIN FUKUSHIMA,291,https://tabelog.com/en/osaka/A2701/A270108/27010572/,"JPY 30,000～JPY 39,999",-,35000.0
52,TOMONO,4.02,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B53,"" "",""+""),""+"", SUBSTITUTE(F53,"" "",""+"")), ""Link"")",CHINESE,,25000.0,大阪府大阪市北区曽根崎新地1-10-2 KITASHINCHI PLACE 9F,KITASHINCHI,130,https://tabelog.com/en/osaka/A2701/A270101/27121125/,"JPY 20,000～JPY 29,999",-,25000.0
53,AUBE,4.02,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B54,"" "",""+""),""+"", SUBSTITUTE(F54,"" "",""+"")), ""Link"")",CHINESE,,45000.0,大阪府大阪市北区西天満4-4-8 2F,NANIWABASHI,28,https://tabelog.com/en/osaka/A2701/A270103/27106973/,"JPY 40,000～JPY 49,999",-,45000.0
54,SUSHI SHIZUKU,4.01,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B55,"" "",""+""),""+"", SUBSTITUTE(F55,"" "",""+"")), ""Link"")","SUSHI, SEAFOOD, JAPANESE CUISINE",,25000.0,大阪府大阪市中央区東心斎橋2-1-27 周防町ウィングス 1F,NAGAHORIBASHI,251,https://tabelog.com/en/osaka/A2701/A270201/27093524/,"JPY 20,000～JPY 29,999",-,25000.0
55,BOTANI CURRY,4.0,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B56,"" "",""+""),""+"", SUBSTITUTE(F56,"" "",""+"")), ""Link"")","CURRY, INDIAN CURRY",999.0,,大阪府大阪市中央区瓦町4-5-3 日宝西本町ビル 1F,HOMMACHI,1284,https://tabelog.com/en/osaka/A2701/A270102/27073555/,-,～JPY 999,999.0
56,SHIMANAMI FRENCH MURAKAMI,4.0,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B57,"" "",""+""),""+"", SUBSTITUTE(F57,"" "",""+"")), ""Link"")","FRENCH, INNOVATIVE",7000.0,17500.0,大阪府大阪市北区天神橋1-13-15 大阪グリーン会館 102,OSAKATEMMANGU,394,https://tabelog.com/en/osaka/A2701/A270103/27100646/,"JPY 15,000～JPY 19,999","JPY 6,000～JPY 7,999",17500.0
57,RAKU RAKU,3.99,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B58,"" "",""+""),""+"", SUBSTITUTE(F58,"" "",""+"")), ""Link"")",UDON (WHEAT NOODLES),1500.0,,大阪府交野市幾野6-6-1,KOZU,1580,https://tabelog.com/en/osaka/A2707/A270704/27011240/,-,"JPY 1,000～JPY 1,999",1500.0
58,ICHI MATSU,3.99,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B59,"" "",""+""),""+"", SUBSTITUTE(F59,"" "",""+"")), ""Link"")","YAKITORI (GRILLED CHICKEN SKEWERS), CREATIVE",17500.0,17500.0,大阪府大阪市北区堂島1-5-1 エスパス北新地23・1F,KITASHINCHI,684,https://tabelog.com/en/osaka/A2701/A270101/27013209/,"JPY 15,000～JPY 19,999","JPY 15,000～JPY 19,999",17500.0
59,AD HOC,3.98,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B60,"" "",""+""),""+"", SUBSTITUTE(F60,"" "",""+"")), ""Link"")",FRENCH,17500.0,25000.0,大阪府大阪市福島区福島1-1-48,SHIN FUKUSHIMA,373,https://tabelog.com/en/osaka/A2701/A270108/27080791/,"JPY 20,000～JPY 29,999","JPY 15,000～JPY 19,999",25000.0
60,YASUKE,3.97,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B61,"" "",""+""),""+"", SUBSTITUTE(F61,"" "",""+"")), ""Link"")",SUSHI,7000.0,25000.0,大阪府堺市堺区大町東1-1-18,SHUKUIN,250,https://tabelog.com/en/osaka/A2705/A270501/27001079/,"JPY 20,000～JPY 29,999","JPY 6,000～JPY 7,999",25000.0
61,RYOURIYA INAYA,3.97,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B62,"" "",""+""),""+"", SUBSTITUTE(F62,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,25000.0,大阪府大阪市北区曽根崎新地1-10-2 北新地プレイス 7F,KITASHINCHI,114,https://tabelog.com/en/osaka/A2701/A270101/27121156/,"JPY 20,000～JPY 29,999",-,25000.0
