,Name,Rating,Reviews,Station,Address,Genre,Lunch Price,Dinner Price,URL
15,Quintessence,4.51,1516,Kitashinagawa,東京都品川区北品川6-7-29 ガーデンシティ品川 御殿山 1F,French,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/tokyo/A1314/A131405/13159567/
16,SUGA LABO,4.50,672,Kamiyacho,東京都港区麻布台1-11-10 日総ビル1F,"Innovative, Creative",-,"JPY 50,000～JPY 59,999",https://tabelog.com/en/tokyo/A1307/A130704/13182678/
17,Kasa hara,4.50,344,Kagurazaka,東京都新宿区東五軒町5-5 2F,Yakitori (Grilled chicken skewers),-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1309/A130905/13266251/
18,L' Effervescence,4.49,1488,Omote Sando,東京都港区西麻布2-26-4,French,"JPY 50,000～JPY 59,999","JPY 50,000～JPY 59,999",https://tabelog.com/en/tokyo/A1306/A130602/13116356/
19,Takamitsu,4.49,589,Naka Meguro,東京都目黒区青葉台1-28-2 EXA 1F,Sushi,-,"JPY 50,000～JPY 59,999",https://tabelog.com/en/tokyo/A1317/A131701/13128483/
20,Shimadu,4.48,379,Shirokane Takanawa,東京都港区白金1-29-13 白金ヴィレッジ 1F,Sushi,-,"JPY 40,000～JPY 49,999",https://tabelog.com/en/tokyo/A1316/A131602/13252991/
21,Tori Shiki,4.47,1223,Meguro,東京都品川区上大崎2-14-12,Yakitori (Grilled chicken skewers),"JPY 8,000～JPY 9,999","JPY 6,000～JPY 7,999",https://tabelog.com/en/tokyo/A1316/A131601/13041029/
22,Τρεῖς,4.47,202,-,東京都港区,"                            Innovative, French                          ",-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1307/A130703/13246316/
23,L'OSIER,4.46,1248,Ginza,東京都中央区銀座7-5-5,French,"JPY 15,000～JPY 19,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1301/A130101/13002607/
24,Kimoto,4.45,387,Kagurazaka,東京都新宿区東五軒町5-5,Japanese Cuisine,-,"JPY 80,000～JPY 99,999",https://tabelog.com/en/tokyo/A1309/A130905/13226856/
25,Gourmandise,4.45,294,Hiro o,東京都港区西麻布3丁目17-23 プティコワン西麻布2F,Bistro,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1307/A130701/13190448/
26,Seizan,4.44,938,Mita,東京都港区三田2-17-29 グランデ三田 B1F,Japanese Cuisine,"JPY 40,000～JPY 49,999","JPY 40,000～JPY 49,999",https://tabelog.com/en/tokyo/A1314/A131402/13127807/
27,Akasaka Raimon,4.44,421,Akasaka Mitsuke,東京都港区赤坂3-9-12 メトロビル 4F,"Yakiniku (BBQ Beef), Horumon (BBQ Offel)",-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/tokyo/A1308/A130801/13224635/
28,Yamasaki,4.44,372,Nogizaka,東京都港区西麻布1-15-3 西麻布UOUビル 1F,"Japanese Cuisine, Seafood",-,"JPY 60,000～JPY 79,999",https://tabelog.com/en/tokyo/A1307/A130701/13225691/
29,TACUBO,4.43,851,Daikan yama,東京都渋谷区恵比寿西2-13-16 ラングス代官山 1F,Italian,-,"JPY 40,000～JPY 49,999",https://tabelog.com/en/tokyo/A1303/A130303/13109940/
30,Sue tomi,4.43,121,-,東京都渋谷区,                            Japanese Cuisine                          ,-,"JPY 50,000～JPY 59,999",https://tabelog.com/en/tokyo/A1303/A130301/13259485/
31,ete,4.43,103,Yoyogi Uehara,東京都渋谷区西原3-23-1,"Innovative, French",-,"JPY 100,000～",https://tabelog.com/en/tokyo/A1318/A131811/13249143/
32,Maki mura,4.42,325,Omorikaigan,東京都品川区南大井3-11-5 MAKIMURA BLD 1F,Japanese Cuisine,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/tokyo/A1315/A131502/13003338/
33,Kabuto,4.41,1091,Ikebukuro,東京都豊島区池袋2-53-2 池袋ESビル 1F,Unagi (Eel),-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/tokyo/A1305/A130501/13016660/
34,Sushi Sho,4.41,990,Yotsuya,東京都新宿区四谷1-11 陽臨堂ビル　１Ｆ,Sushi,"JPY 40,000～JPY 49,999","JPY 40,000～JPY 49,999",https://tabelog.com/en/tokyo/A1309/A130902/13000852/
35,Ginza Ooishi,4.41,626,Ginza Itchome,東京都中央区銀座2-10-11 マロニエ通り銀座館 2F,French,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1301/A130101/13238352/
36,Furuta,4.41,291,Takaracho,東京都中央区銀座1-21-14,Chinese,-,"JPY 100,000～",https://tabelog.com/en/tokyo/A1313/A131301/13176780/
37,Ishi Kawa,4.40,600,Ushigome Kagurazaka,東京都新宿区神楽坂5-37 高村ビル　１Ｆ,Japanese Cuisine,"JPY 50,000～JPY 59,999","JPY 50,000～JPY 59,999",https://tabelog.com/en/tokyo/A1309/A130905/13004079/
38,Sushi Hashimoto,4.40,497,Shintomicho,東京都中央区新富1-8-2 grandir ginza east 1F,Sushi,"JPY 30,000～JPY 39,999","JPY 30,000～JPY 39,999",https://tabelog.com/en/tokyo/A1313/A131301/13238306/
39,Nikuya Tanaka,4.40,295,Ginza,東京都中央区銀座6-4-3 GICROS GINZA GEMS 9F,"Beef dishes, Japanese Cuisine",-,"JPY 60,000～JPY 79,999",https://tabelog.com/en/tokyo/A1301/A130101/13237628/
40,Hasegawa Minoru,4.40,245,Hiro o,東京都港区南麻布4-5-66,"Innovative, French, Italian","JPY 50,000～JPY 59,999","JPY 50,000～JPY 59,999",https://tabelog.com/en/tokyo/A1307/A130703/13220575/
41,Bon nu,4.38,290,Sangubashi,東京都渋谷区代々木4-22-17 クイーンズ代々木 1F,"French, Cake","JPY 40,000～JPY 49,999","JPY 40,000～JPY 49,999",https://tabelog.com/en/tokyo/A1304/A130401/13184186/
42,Iyuki,4.38,212,-,東京都中央区,                            Japanese Cuisine                          ,-,"JPY 60,000～JPY 79,999",https://tabelog.com/en/tokyo/A1301/A130101/13030881/
43,Joel Robuchon,4.37,1724,Ebisu,東京都目黒区三田1-13-1 恵比寿ガーデンプレイス,French,"JPY 30,000～JPY 39,999","JPY 100,000～",https://tabelog.com/en/tokyo/A1303/A130302/13009310/
44,OHKUSA,4.37,338,Yotsuya Sanchome,東京都新宿区荒木町7-13 森戸ビル 1Ｆ,Yakitori (Grilled chicken skewers),-,"JPY 8,000～JPY 9,999",https://tabelog.com/en/tokyo/A1309/A130903/13240980/
45,Kusunoki Hon Ten,4.37,291,Yotsuya,東京都新宿区四谷1-9-4,Tempura,"JPY 40,000～JPY 49,999","JPY 80,000～JPY 99,999",https://tabelog.com/en/tokyo/A1309/A130902/13223239/
46,Ebisu Yoroniku,4.36,1492,Ebisu,東京都渋谷区恵比寿1-11-5 GEMS恵比寿 8F,"Yakiniku (BBQ Beef), Horumon (BBQ Offel)",-,"JPY 10,000～JPY 14,999",https://tabelog.com/en/tokyo/A1303/A130302/13211927/
47,Ginza Kitagawa,4.36,259,Ginza Itchome,東京都中央区銀座2-10-11 マロニエ通り銀座館 3F,"Japanese Cuisine, Tempura",-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/tokyo/A1301/A130101/13275790/
48,Mitaka,4.36,188,Uchisaiwaicho,東京都港区西新橋1-18-8 報徳ビル 1F,Japanese Cuisine,-,"JPY 40,000～JPY 49,999",https://tabelog.com/en/tokyo/A1301/A130103/13228116/
49,Chez Inno,4.35,830,Kyobashi,東京都中央区京橋2-4-16 明治京橋ビル1F,French,"JPY 15,000～JPY 19,999","JPY 30,000～JPY 39,999",https://tabelog.com/en/tokyo/A1302/A130202/13000510/
50,Nihombashi Sonoji,4.35,397,Ningyocho,東京都中央区日本橋人形町2-22-11 井上ビル 1F,Tempura,"JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1302/A130204/13201969/
51,WASA,4.35,285,Ebisu,東京都渋谷区東3-16-1 ベルザ恵比寿 1F,Chinese,-,"JPY 40,000～JPY 49,999",https://tabelog.com/en/tokyo/A1303/A130302/13251804/
52,E Squisse,4.34,972,Ginza,東京都中央区銀座5-4-6 ロイヤルクリスタル銀座 9Ｆ,French,"JPY 20,000～JPY 29,999","JPY 30,000～JPY 39,999",https://tabelog.com/en/tokyo/A1301/A130101/13142530/
53,Ko haku,4.34,664,Iidabashi,東京都新宿区神楽坂3-4,Japanese Cuisine,"JPY 30,000～JPY 39,999","JPY 30,000～JPY 39,999",https://tabelog.com/en/tokyo/A1309/A130905/13049130/
54,Akasaka Ogino,4.34,278,Akasaka,東京都港区赤坂6-3-13,Japanese Cuisine,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1308/A130801/13245499/
55,Chiba Takaoka,4.34,129,Tokyo,東京都中央区八重洲2-2-1 東京ミッドタウン八重洲 3F,Sushi,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/tokyo/A1302/A130201/13282854/
56,Sushi Ryuujirou,4.33,649,Gaiemmae,東京都港区南青山2-11-11 ARISTO南青山 1F,Sushi,"JPY 15,000～JPY 19,999","JPY 30,000～JPY 39,999",https://tabelog.com/en/tokyo/A1306/A130603/13240787/
57,Den,4.33,278,Gaiemmae,東京都渋谷区神宮前2-3-18 建築家会館JIA館,Creative,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/tokyo/A1306/A130603/13046855/
58,Sushi Akira,4.33,261,Hiro o,東京都渋谷区恵比寿2-37-8 グランデュオ広尾 1F,Sushi,"JPY 40,000～JPY 49,999","JPY 40,000～JPY 49,999",https://tabelog.com/en/tokyo/A1303/A130302/13241432/
59,Isoda,4.33,256,Ningyocho,東京都中央区日本橋人形町2-6-11 五十番ビル 2F,Japanese Cuisine,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/tokyo/A1302/A130204/13258330/
60,Kinryu San,4.32,901,Shirokane Takanawa,東京都港区白金3-14-1 第１マンション　１Ｆ,Yakiniku (BBQ Beef),-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/tokyo/A1316/A131602/13001625/
61,APICIUS,4.32,883,Hibiya,東京都千代田区有楽町1-9-4 蚕糸会館　Ｂ１Ｆ,French,"JPY 10,000～JPY 14,999","JPY 50,000～JPY 59,999",https://tabelog.com/en/tokyo/A1301/A130102/13000145/
62,NARISAWA,4.32,697,Aoyama Itchome,東京都港区南青山2-6-15,Innovative,"JPY 80,000～JPY 99,999","JPY 80,000～JPY 99,999",https://tabelog.com/en/tokyo/A1306/A130603/13005423/
63,SEZANNE,4.32,323,Kyobashi,東京都千代田区丸の内1-11-1 パシフィックセンチュリープレイス,French,"JPY 15,000～JPY 19,999","JPY 40,000～JPY 49,999",https://tabelog.com/en/tokyo/A1302/A130201/13256878/
64,Ajiman,4.32,275,Roppongi,東京都港区六本木3-8-8 ＷＯＯビル　１Ｆ,Fugu (Pufferfish),-,"JPY 80,000～JPY 99,999",https://tabelog.com/en/tokyo/A1307/A130701/13001332/
65,Sushi Suzuki,4.31,399,Ginza,東京都中央区銀座6-5-15 銀座能楽堂ビル 5F,Sushi,"JPY 20,000～JPY 29,999",-,https://tabelog.com/en/tokyo/A1301/A130101/13184367/
66,Haru taka,4.31,367,Shimbashi,東京都中央区銀座8-3-1 銀座時傳ビル 6F,Sushi,-,"JPY 60,000～JPY 79,999",https://tabelog.com/en/tokyo/A1301/A130103/13032283/
67,Toshi,4.31,364,Roppongi,東京都港区六本木4-4-2 ヒルサイドパレス六本木 B1F,"Chinese, Innovative",-,"JPY 50,000～JPY 59,999",https://tabelog.com/en/tokyo/A1307/A130701/13225413/
68,Miyasaka,4.31,106,Omote Sando,東京都港区南青山5-4-30 ヴィラソレイユE号,Japanese Cuisine,"JPY 20,000～JPY 29,999","JPY 40,000～JPY 49,999",https://tabelog.com/en/tokyo/A1306/A130602/13264981/
69,Yakiniku Jambo Hanare,4.30,1239,Hongo Sanchome,東京都文京区本郷3-27-9 アンリツビル B1F～1F,"Yakiniku (BBQ Beef), Horumon (BBQ Offel)",-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1310/A131004/13160962/
70,Les Saisons,4.30,789,Hibiya,東京都千代田区内幸町1-1-1 帝国ホテル東京 本館 中2F,French,"JPY 10,000～JPY 14,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1301/A130102/13002294/
71,Sushi Shunsuke Asagaya,4.30,539,Asagaya,東京都杉並区阿佐谷南3-44-4 B1F,Sushi,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1319/A131905/13127515/
72,San wa,4.30,285,Shirokanedai,東京都港区白金台5-13-14 白金台THE1000 Ｂ1F,"Italian, Steak, Baru (Spanish style bar)",-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/tokyo/A1316/A131602/13264755/
73,Bia,4.30,267,Nogizaka,東京都港区六本木7-3-21 来山ビル 2F,"Innovative, Japanese Cuisine, Thai",-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/tokyo/A1307/A130701/13270211/
74,NK,4.30,218,Ushigome Kagurazaka,東京都新宿区神楽坂5-37 相良ビル 1F,"Japanese Cuisine, Creative","JPY 30,000～JPY 39,999","JPY 30,000～JPY 39,999",https://tabelog.com/en/tokyo/A1309/A130905/13249655/
75,Kawamura,4.30,190,-,東京都中央区,                            Steak                          ,-,"JPY 100,000～",https://tabelog.com/en/tokyo/A1301/A130101/13016506/
76,Fureika,4.29,1999,Azabu Juban,東京都港区東麻布3-7-5,Chinese,"JPY 3,000～JPY 3,999","JPY 10,000～JPY 14,999",https://tabelog.com/en/tokyo/A1307/A130702/13004967/
77,Ha tou,4.29,255,Ushigome Kagurazaka,東京都新宿区神楽坂5-7,Sushi,"JPY 30,000～JPY 39,999","JPY 30,000～JPY 39,999",https://tabelog.com/en/tokyo/A1309/A130905/13245540/
78,Hashi Guchi,4.29,235,Akasaka Mitsuke,東京都港区元赤坂1-5-20 ロイヤル赤坂サルーン1F,Sushi,-,"JPY 50,000～JPY 59,999",https://tabelog.com/en/tokyo/A1308/A130801/13134517/
79,Sutamina En,4.28,2067,Nishiaraidaishi Nishi,東京都足立区鹿浜3-13-4,"Yakiniku (BBQ Beef), Horumon (BBQ Offel)",-,"JPY 6,000～JPY 7,999",https://tabelog.com/en/tokyo/A1323/A132305/13003777/
80,Yakiniku Seiryuuen,4.28,1189,Kiyosumi Shirakawa,東京都江東区常盤2-14-11,Yakiniku (BBQ Beef),-,"JPY 10,000～JPY 14,999",https://tabelog.com/en/tokyo/A1313/A131303/13237978/
81,ASAHINA Gastronome,4.28,459,Kayabacho,東京都中央区日本橋兜町1-4 M-SQUAREビル 1F,French,"JPY 20,000～JPY 29,999","JPY 40,000～JPY 49,999",https://tabelog.com/en/tokyo/A1302/A130203/13227385/
82,ShinoiS,4.28,295,Shirokanedai,東京都港区白金台4-2-7 bld桜なみき 2F,Chinese,-,"JPY 50,000～JPY 59,999",https://tabelog.com/en/tokyo/A1316/A131602/13241948/
83,Tsu No Kami Zaka Koshiba,4.28,189,Akebonobashi,東京都新宿区荒木町15 サンシャトー四谷203,Japanese Cuisine,"JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1309/A130903/13200286/
84,LATURE,4.27,1930,Omote Sando,東京都渋谷区渋谷2-2-2 青山ルカビル B1F,French,"JPY 6,000～JPY 7,999","JPY 10,000～JPY 14,999",https://tabelog.com/en/tokyo/A1303/A130301/13198692/
85,Sushi Sho Saito,4.27,399,Akasaka Mitsuke,東京都港区赤坂4-2-2 赤坂DNプラザビル 2F,Sushi,-,"JPY 60,000～JPY 79,999",https://tabelog.com/en/tokyo/A1308/A130801/13023988/
86,Sushidokoro Yamato,4.27,345,Tsukiji,東京都中央区築地3-7-2 第五銀座ウェスト築地ビル 1F,Sushi,"JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1313/A131301/13262384/
87,Sushi Mizukami,4.27,228,Hanzomon,東京都千代田区一番町3-8 大宮ビル 1F,Sushi,-,"JPY 40,000～JPY 49,999",https://tabelog.com/en/tokyo/A1308/A130803/13220742/
88,Tonkatsu Narikura,4.26,1499,Minami Asagaya,東京都杉並区成田東4-33-9,Tonkatsu (Pork cutlet),"JPY 5,000～JPY 5,999","JPY 5,000～JPY 5,999",https://tabelog.com/en/tokyo/A1319/A131905/13236380/
89,Fukamachi,4.26,875,Kyobashi,東京都中央区京橋2-5-2 A・M京橋ビル 1F,Tempura,"JPY 10,000～JPY 14,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1302/A130202/13004105/
90,Sugaya,4.26,450,Akabanebashi,東京都港区東麻布1-29-15 東麻布296ビル 1F,Sushi,-,"JPY 60,000～JPY 79,999",https://tabelog.com/en/tokyo/A1314/A131401/13228776/
91,Takumi Shingo,4.26,285,Aoyama Itchome,東京都港区南青山2-2-15 ウィン青山 1F,Sushi,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/tokyo/A1306/A130603/13155925/
92,Ryu Gin,4.26,239,Hibiya,東京都千代田区有楽町1-1-2 ミッドタウン日比谷 7F,Japanese Cuisine,-,"JPY 50,000～JPY 59,999",https://tabelog.com/en/tokyo/A1301/A130102/13001457/
93,Uo Masa,4.25,876,Yotsugi,東京都葛飾区東四ツ木4-14-4,Unagi (Eel),"JPY 8,000～JPY 9,999","JPY 10,000～JPY 14,999",https://tabelog.com/en/tokyo/A1324/A132403/13035339/
94,Cote D'Or,4.25,736,Shirokane Takanawa,東京都港区三田5-2-18 三田ハウス 1F,French,"JPY 6,000～JPY 7,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1316/A131602/13001681/
95,Shimizu,4.25,609,Shimbashi,東京都港区新橋2-15-10,Sushi,"JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1301/A130103/13002892/
96,Niku Kappou Jou,4.25,495,Nogizaka,東京都港区西麻布2-24-14 バルビゾン73 B1F,"Beef dishes, Japanese Cuisine","JPY 15,000～JPY 19,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1307/A130701/13209614/
97,sincere,4.25,479,Kita Sando,東京都渋谷区千駄ヶ谷3-7-13 原宿東急アパートメントＢ１,French,-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/tokyo/A1309/A130901/13194253/
98,Minamiaoyama Nanachoume,4.25,386,Hiro o,東京都港区南青山7-13-13 フォレストビル B1F,Yakitori (Grilled chicken skewers),-,"JPY 8,000～JPY 9,999",https://tabelog.com/en/tokyo/A1307/A130703/13200559/
99,Takajo Kotobuki,4.25,161,Asakusa,東京都台東区雷門2-14-6,Chicken dishes,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1311/A131102/13003661/
100,Omi No,4.24,1220,Oshiage,東京都墨田区押上1-38-4 清流ビル１Ｆ,"Yakitori (Grilled chicken skewers), Chicken dishes",-,"JPY 10,000～JPY 14,999",https://tabelog.com/en/tokyo/A1312/A131203/13206654/
101,USHIGORO S. GINZA,4.24,715,Ginza,東京都中央区銀座7-7-7 GINZA777 ADC BUILDING 6F,Yakiniku (BBQ Beef),"JPY 10,000～JPY 14,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1301/A130101/13222093/
102,Koho,4.24,630,Roppongi,東京都港区六本木3-8-7 PALビル 1F,Chinese,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1307/A130701/13194122/
103,ZURRIOLA,4.24,553,Ginza,東京都中央区銀座6-8-7 交詢ビル　4Ｆ,Spain,"JPY 8,000～JPY 9,999","JPY 15,000～JPY 19,999",https://tabelog.com/en/tokyo/A1301/A130101/13125046/
104,Haramasa,4.24,528,Yotsuya Sanchome,東京都新宿区四谷4-8 ライオンズ四谷タワーゲート店舗棟 B1F,Japanese Cuisine,"JPY 10,000～JPY 14,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1309/A130903/13151542/
105,Restaurant La FinS,4.24,220,Shimbashi,東京都港区新橋4-9-1 新橋プラザビル B1F,French,-,"JPY 60,000～JPY 79,999",https://tabelog.com/en/tokyo/A1301/A130103/13139171/
106,Tsugumi An,4.24,196,Komagome,東京都北区中里1-29-1,"Unagi (Eel), Yakitori (Grilled chicken skewers)","JPY 15,000～JPY 19,999","JPY 15,000～JPY 19,999",https://tabelog.com/en/tokyo/A1323/A132301/13080463/
107,Tomura,4.24,177,Toranomon,東京都港区虎ノ門1-11-14 第二ジェスペールビル　１Ｆ,Japanese Cuisine,-,"JPY 50,000～JPY 59,999",https://tabelog.com/en/tokyo/A1308/A130802/13005027/
108,Saeki Hanten,4.24,143,Meguro,東京都目黒区三田2-10-30 荒井ビル 1F,Chinese,-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/tokyo/A1316/A131601/13233311/
109,Yoroniku,4.23,2434,Omote Sando,東京都港区南青山6-6-22 ルナロッサ　Ｂ１Ｆ,"Yakiniku (BBQ Beef), Horumon (BBQ Offel)",-,"JPY 10,000～JPY 14,999",https://tabelog.com/en/tokyo/A1306/A130602/13042979/
110,Torishige,4.23,2275,Shinjuku,東京都渋谷区代々木2-6-5,Grilled tripe,-,"JPY 8,000～JPY 9,999",https://tabelog.com/en/tokyo/A1304/A130401/13001067/
111,Tamawarai,4.23,1506,Meiji Jingumae,東京都渋谷区神宮前5-23-3,Soba (Buckwheat noodles),"JPY 2,000～JPY 2,999","JPY 5,000～JPY 5,999",https://tabelog.com/en/tokyo/A1306/A130601/13129390/
112,Mikawa Zezankyo,4.23,658,Monzen Nakacho,東京都江東区福住1-3-1,Tempura,"JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1313/A131303/13090866/
113,Ki mura,4.22,441,Futako Tamagawa,東京都世田谷区玉川3-21-8,Sushi,"JPY 30,000～JPY 39,999","JPY 30,000～JPY 39,999",https://tabelog.com/en/tokyo/A1317/A131708/13026584/
114,Kaoru Hiroo,4.22,161,Hiro o,東京都港区南麻布4-5-66 2F,"Innovative, French, Italian","JPY 50,000～JPY 59,999","JPY 50,000～JPY 59,999",https://tabelog.com/en/tokyo/A1307/A130703/13238442/
115,Kurogi,4.21,368,Daimon,東京都港区芝公園1-7-10,Japanese Cuisine,"JPY 50,000～JPY 59,999","JPY 50,000～JPY 59,999",https://tabelog.com/en/tokyo/A1314/A131401/13094789/
116,Sanlucar BAR,4.21,343,Kagurazaka,東京都新宿区神楽坂6-43 K's Place102,Bar,-,"JPY 5,000～JPY 5,999",https://tabelog.com/en/tokyo/A1309/A130905/13112228/
117,Makitori Shinkoube,4.21,296,Akasaka Mitsuke,東京都港区赤坂3-9-2 No.R赤坂見附 1F,"Yakitori (Grilled chicken skewers), Chicken dishes",-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1308/A130801/13291292/
118,Restaurant L'Equateur,4.20,638,Azabu Juban,東京都港区元麻布3-6-34 カーム元麻布 2Ｆ,"Innovative, French","JPY 40,000～JPY 49,999","JPY 40,000～JPY 49,999",https://tabelog.com/en/tokyo/A1307/A130702/13121866/
119,Nabeno Ism,4.20,571,Asakusa,東京都台東区駒形2-1-17,French,"JPY 10,000～JPY 14,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1311/A131102/13194700/
120,CHI Un E,4.20,71,Nagatacho,東京都千代田区紀尾井町1-3 東京ガーデンテラス紀尾井町 達磨テラス 3F,"Innovative, French",-,"JPY 60,000～JPY 79,999",https://tabelog.com/en/tokyo/A1308/A130801/13295095/
121,Eigetsu,4.17,321,Akasaka Mitsuke,東京都港区赤坂3-11-7 ソシアル赤坂ビル 4F,Japanese Cuisine,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1308/A130801/13116523/
122,Higuchi,4.17,179,Meiji Jingumae,東京都渋谷区神宮前2-19-12,Japanese Cuisine,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/tokyo/A1306/A130601/13001215/
123,Hatsune Zushi,4.16,600,Kamata,東京都大田区西蒲田5-20-2,Sushi,"JPY 15,000～JPY 19,999","JPY 60,000～JPY 79,999",https://tabelog.com/en/tokyo/A1315/A131503/13017742/
124,4000 Chinese Restaurant,4.16,349,Hiro o,東京都港区南青山7-10-10 パークアクシス南青山7丁目 1F,Sichuan Cuisine,"JPY 15,000～JPY 19,999","JPY 30,000～JPY 39,999",https://tabelog.com/en/tokyo/A1307/A130703/13229559/
