,Name,Rating,Reviews,Station,Address,Genre,Lunch Price,Dinner Price,URL
15,Quintessence,4.51,1516,Kitashinagawa,東京都品川区北品川6-7-29 ガーデンシティ品川 御殿山 1F,French,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/tokyo/A1314/A131405/13159567/
16,SUGA LABO,4.50,672,Kamiyacho,東京都港区麻布台1-11-10 日総ビル1F,"Innovative, Creative",-,"JPY 50,000～JPY 59,999",https://tabelog.com/en/tokyo/A1307/A130704/13182678/
17,Kasa hara,4.50,344,Kagurazaka,東京都新宿区東五軒町5-5 2F,Yakitori (Grilled chicken skewers),-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1309/A130905/13266251/
18,L' Effervescence,4.49,1488,Omote Sando,東京都港区西麻布2-26-4,French,"JPY 50,000～JPY 59,999","JPY 50,000～JPY 59,999",https://tabelog.com/en/tokyo/A1306/A130602/13116356/
19,Takamitsu,4.49,589,Naka Meguro,東京都目黒区青葉台1-28-2 EXA 1F,Sushi,-,"JPY 50,000～JPY 59,999",https://tabelog.com/en/tokyo/A1317/A131701/13128483/
20,Shimadu,4.48,379,Shirokane Takanawa,東京都港区白金1-29-13 白金ヴィレッジ 1F,Sushi,-,"JPY 40,000～JPY 49,999",https://tabelog.com/en/tokyo/A1316/A131602/13252991/
21,Tori Shiki,4.47,1223,Meguro,東京都品川区上大崎2-14-12,Yakitori (Grilled chicken skewers),"JPY 8,000～JPY 9,999","JPY 6,000～JPY 7,999",https://tabelog.com/en/tokyo/A1316/A131601/13041029/
22,Τρεῖς,4.47,202,-,東京都港区,"                            Innovative, French                          ",-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1307/A130703/13246316/
23,L'OSIER,4.46,1248,Ginza,東京都中央区銀座7-5-5,French,"JPY 15,000～JPY 19,999","JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1301/A130101/13002607/
24,Kimoto,4.45,387,Kagurazaka,東京都新宿区東五軒町5-5,Japanese Cuisine,-,"JPY 80,000～JPY 99,999",https://tabelog.com/en/tokyo/A1309/A130905/13226856/
25,Gourmandise,4.45,294,Hiro o,東京都港区西麻布3丁目17-23 プティコワン西麻布2F,Bistro,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1307/A130701/13190448/
26,Seizan,4.44,938,Mita,東京都港区三田2-17-29 グランデ三田 B1F,Japanese Cuisine,"JPY 40,000～JPY 49,999","JPY 40,000～JPY 49,999",https://tabelog.com/en/tokyo/A1314/A131402/13127807/
27,Akasaka Raimon,4.44,421,Akasaka Mitsuke,東京都港区赤坂3-9-12 メトロビル 4F,"Yakiniku (BBQ Beef), Horumon (BBQ Offel)",-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/tokyo/A1308/A130801/13224635/
28,Yamasaki,4.44,372,Nogizaka,東京都港区西麻布1-15-3 西麻布UOUビル 1F,"Japanese Cuisine, Seafood",-,"JPY 60,000～JPY 79,999",https://tabelog.com/en/tokyo/A1307/A130701/13225691/
29,TACUBO,4.43,851,Daikan yama,東京都渋谷区恵比寿西2-13-16 ラングス代官山 1F,Italian,-,"JPY 40,000～JPY 49,999",https://tabelog.com/en/tokyo/A1303/A130303/13109940/
30,Sue tomi,4.43,121,-,東京都渋谷区,                            Japanese Cuisine                          ,-,"JPY 50,000～JPY 59,999",https://tabelog.com/en/tokyo/A1303/A130301/13259485/
31,ete,4.43,103,Yoyogi Uehara,東京都渋谷区西原3-23-1,"Innovative, French",-,"JPY 100,000～",https://tabelog.com/en/tokyo/A1318/A131811/13249143/
32,Maki mura,4.42,325,Omorikaigan,東京都品川区南大井3-11-5 MAKIMURA BLD 1F,Japanese Cuisine,-,"JPY 30,000～JPY 39,999",https://tabelog.com/en/tokyo/A1315/A131502/13003338/
33,Kabuto,4.41,1091,Ikebukuro,東京都豊島区池袋2-53-2 池袋ESビル 1F,Unagi (Eel),-,"JPY 15,000～JPY 19,999",https://tabelog.com/en/tokyo/A1305/A130501/13016660/
34,Sushi Sho,4.41,990,Yotsuya,東京都新宿区四谷1-11 陽臨堂ビル　１Ｆ,Sushi,"JPY 40,000～JPY 49,999","JPY 40,000～JPY 49,999",https://tabelog.com/en/tokyo/A1309/A130902/13000852/
35,Ginza Ooishi,4.41,626,Ginza Itchome,東京都中央区銀座2-10-11 マロニエ通り銀座館 2F,French,-,"JPY 20,000～JPY 29,999",https://tabelog.com/en/tokyo/A1301/A130101/13238352/
36,Furuta,4.41,291,Takaracho,東京都中央区銀座1-21-14,Chinese,-,"JPY 100,000～",https://tabelog.com/en/tokyo/A1313/A131301/13176780/
37,Ishi Kawa,4.40,600,Ushigome Kagurazaka,東京都新宿区神楽坂5-37 高村ビル　１Ｆ,Japanese Cuisine,"JPY 50,000～JPY 59,999","JPY 50,000～JPY 59,999",https://tabelog.com/en/tokyo/A1309/A130905/13004079/
38,Sushi Hashimoto,4.40,497,Shintomicho,東京都中央区新富1-8-2 grandir ginza east 1F,Sushi,"JPY 30,000～JPY 39,999","JPY 30,000～JPY 39,999",https://tabelog.com/en/tokyo/A1313/A131301/13238306/
39,Nikuya Tanaka,4.40,295,Ginza,東京都中央区銀座6-4-3 GICROS GINZA GEMS 9F,"Beef dishes, Japanese Cuisine",-,"JPY 60,000～JPY 79,999",https://tabelog.com/en/tokyo/A1301/A130101/13237628/
