Rank,Name,Rating,Link,Genre,Avg_Lunch,Avg_Dinner,Address,Station,Reviews,URL,Dinner Price,Lunch Price,Price
11,ENOTECA LA RICOLMA,4.18,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B12,"" "",""+""),""+"", SUBSTITUTE(F12,"" "",""+"")), ""Link"")",ITALIAN,,17500.0,北海道函館市富岡町2-33-12,GORYOKAKU,68,https://tabelog.com/en/hokkaido/A0105/A010501/1002207/,"JPY 15,000～JPY 19,999",-,17500.0
12,ARIMA,4.14,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B13,"" "",""+""),""+"", SUBSTITUTE(F13,"" "",""+"")), ""Link"")",SUSHI,,17500.0,北海道札幌市中央区南3条西4 南3西4ビル4F,TANUKIKOJI,519,https://tabelog.com/en/hokkaido/A0101/A010102/1000457/,"JPY 15,000～JPY 19,999",-,17500.0
13,LE MUSEE IDEA,4.13,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B14,"" "",""+""),""+"", SUBSTITUTE(F14,"" "",""+"")), ""Link"")",FRENCH,35000.0,45000.0,北海道札幌市中央区宮の森一条14-3-20 ル・ミュゼ 2F,NISHI NIJUHATCHOME,42,https://tabelog.com/en/hokkaido/A0101/A010105/1064856/,"JPY 40,000～JPY 49,999","JPY 30,000～JPY 39,999",45000.0
14,HIDETAKA,4.12,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B15,"" "",""+""),""+"", SUBSTITUTE(F15,"" "",""+"")), ""Link"")",SUSHI,,25000.0,北海道札幌市中央区南7条西4-1-2 延寿ビル 1F,SUSUKINO,184,https://tabelog.com/en/hokkaido/A0101/A010103/1038603/,"JPY 20,000～JPY 29,999",-,25000.0
15,SU YAMA,4.12,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B16,"" "",""+""),""+"", SUBSTITUTE(F16,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,25000.0,北海道札幌市中央区大通西17-2-8 グラシアス大通 1F,NISHI JUHATCHOME,91,https://tabelog.com/en/hokkaido/A0101/A010104/1060884/,"JPY 20,000～JPY 29,999",-,25000.0
16,TEMPURA ARAKI,4.11,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B17,"" "",""+""),""+"", SUBSTITUTE(F17,"" "",""+"")), ""Link"")",TEMPURA,,17500.0,北海道札幌市中央区南7条西4 延寿堂 1F,SUSUKINO,263,https://tabelog.com/en/hokkaido/A0101/A010103/1048079/,"JPY 15,000～JPY 19,999",-,17500.0
17,MINATO,4.1,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B18,"" "",""+""),""+"", SUBSTITUTE(F18,"" "",""+"")), ""Link"")",SUSHI,,25000.0,北海道旭川市三条通5-左9,ASAHIKAWA,345,https://tabelog.com/en/hokkaido/A0104/A010401/1001719/,"JPY 20,000～JPY 29,999",-,25000.0
18,SUSHI SHOUTA,4.09,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B19,"" "",""+""),""+"", SUBSTITUTE(F19,"" "",""+"")), ""Link"")",SUSHI,35000.0,35000.0,北海道札幌市中央区北1条西3-3-14 敷島プラザビル別館 B1F,ODORI,86,https://tabelog.com/en/hokkaido/A0101/A010102/1073448/,"JPY 30,000～JPY 39,999","JPY 30,000～JPY 39,999",35000.0
19,MAISON FUJIYA HAKODATE,4.07,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B20,"" "",""+""),""+"", SUBSTITUTE(F20,"" "",""+"")), ""Link"")",FRENCH,7000.0,17500.0,北海道函館市元町17-17,JUJIGAI,95,https://tabelog.com/en/hokkaido/A0105/A010501/1065131/,"JPY 15,000～JPY 19,999","JPY 6,000～JPY 7,999",17500.0
20,SUSUKINO SUSHIKIN,4.06,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B21,"" "",""+""),""+"", SUBSTITUTE(F21,"" "",""+"")), ""Link"")",SUSHI,,35000.0,北海道札幌市中央区南四条西4-4-7 松岡ビル 1F,SUSUKINO,278,https://tabelog.com/en/hokkaido/A0101/A010103/1002644/,"JPY 30,000～JPY 39,999",-,35000.0
21,FENE TORE,4.0,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B22,"" "",""+""),""+"", SUBSTITUTE(F22,"" "",""+"")), ""Link"")",FRENCH,,17500.0,北海道標津郡中標津町緑町南1-2-29,-,27,https://tabelog.com/en/hokkaido/A0112/A011204/1064822/,"JPY 15,000～JPY 19,999",-,17500.0
22,SUSHI SOUHEI,3.99,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B23,"" "",""+""),""+"", SUBSTITUTE(F23,"" "",""+"")), ""Link"")",SUSHI,,35000.0,北海道札幌市中央区南2条西28-1-10 エビスビル 1F,MARUYAMA KOEN,72,https://tabelog.com/en/hokkaido/A0101/A010105/1071934/,"JPY 30,000～JPY 39,999",-,35000.0
23,NUKUMI,3.98,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B24,"" "",""+""),""+"", SUBSTITUTE(F24,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,25000.0,北海道札幌市中央区南10条西6丁目3番2号,NAKAJIMA KOEN DORI,84,https://tabelog.com/en/hokkaido/A0101/A010104/1053112/,"JPY 20,000～JPY 29,999",-,25000.0
24,MELI MELO,3.96,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B25,"" "",""+""),""+"", SUBSTITUTE(F25,"" "",""+"")), ""Link"")",FRENCH,12500.0,35000.0,北海道札幌市中央区南3西3-11 メッセビル 2F,TANUKIKOJI,68,https://tabelog.com/en/hokkaido/A0101/A010102/1063472/,"JPY 30,000～JPY 39,999","JPY 10,000～JPY 14,999",35000.0
25,ICHIMONJI KARITEN,3.94,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B26,"" "",""+""),""+"", SUBSTITUTE(F26,"" "",""+"")), ""Link"")",CURRY,,1500.0,北海道札幌市白石区本通17丁目南2-4 ストーンビル本通17 1F,NANGO JUHATCHOME,810,https://tabelog.com/en/hokkaido/A0101/A010301/1024063/,"JPY 1,000～JPY 1,999",-,1500.0
26,YAKITORI HIGEBOUZU,3.9,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B27,"" "",""+""),""+"", SUBSTITUTE(F27,"" "",""+"")), ""Link"")",YAKITORI (GRILLED CHICKEN SKEWERS),,12500.0,北海道札幌市中央区南五条西6-4 多田ビル 1F,SHISEIKAN SHOGAKKO MAE,64,https://tabelog.com/en/hokkaido/A0101/A010103/1070763/,"JPY 10,000～JPY 14,999",-,12500.0
27,MORIERU MONTAN'YU,3.9,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B28,"" "",""+""),""+"", SUBSTITUTE(F28,"" "",""+"")), ""Link"")",FRENCH,9000.0,35000.0,北海道虻田郡倶知安町岩尾別字328-47 パーク ハイアット ニセコ HANAZONO レジデンス棟 1F,KUTCHAN,53,https://tabelog.com/en/hokkaido/A0106/A010603/1063971/,"JPY 30,000～JPY 39,999","JPY 8,000～JPY 9,999",35000.0
28,SEMINA,3.89,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B29,"" "",""+""),""+"", SUBSTITUTE(F29,"" "",""+"")), ""Link"")","ITALIAN, PASTA",4500.0,9000.0,北海道札幌市中央区南1条西8-20-1 ライオンズマンション小六ビル 1F,NISHI HATCHOME,320,https://tabelog.com/en/hokkaido/A0101/A010102/1055732/,"JPY 8,000～JPY 9,999","JPY 4,000～JPY 4,999",9000.0
29,KUKI ZEN,3.89,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B30,"" "",""+""),""+"", SUBSTITUTE(F30,"" "",""+"")), ""Link"")",SUSHI,5500.0,,北海道小樽市東雲町2-4 ヴィスタ東雲 1F,OTARU,217,https://tabelog.com/en/hokkaido/A0106/A010601/1027167/,-,"JPY 5,000～JPY 5,999",5500.0
30,MIE DA,3.88,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B31,"" "",""+""),""+"", SUBSTITUTE(F31,"" "",""+"")), ""Link"")","JAPANESE CUISINE, FUGU (PUFFERFISH)",,35000.0,北海道札幌市中央区南五条西3丁目 第23桂和ビル 4F,SUSUKINO,87,https://tabelog.com/en/hokkaido/A0101/A010103/1007034/,"JPY 30,000～JPY 39,999",-,35000.0
31,KARIYA! KONGU,3.84,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B32,"" "",""+""),""+"", SUBSTITUTE(F32,"" "",""+"")), ""Link"")",SOUP CURRY,2500.0,,北海道札幌市中央区南16条西6丁目2-10 IR山鼻 1F,SEISYUGAKUEN MAE,371,https://tabelog.com/en/hokkaido/A0101/A010104/1029696/,-,"JPY 2,000～JPY 2,999",2500.0
32,DO ERUMITA AADI,3.8,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B33,"" "",""+""),""+"", SUBSTITUTE(F33,"" "",""+"")), ""Link"")",BAR,,5500.0,北海道札幌市中央区南三条西4丁目 ３・４ビル　１０Ｆ,TANUKIKOJI,162,https://tabelog.com/en/hokkaido/A0101/A010103/1000020/,"JPY 5,000～JPY 5,999",-,5500.0
33,SHUNSAI SHUNGYO TAJIMA,3.79,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B34,"" "",""+""),""+"", SUBSTITUTE(F34,"" "",""+"")), ""Link"")",IZAKAYA (TAVERN),,4500.0,北海道函館市富岡町3-36-1,GORYOKAKU,50,https://tabelog.com/en/hokkaido/A0105/A010501/1073561/,"JPY 4,000～JPY 4,999",-,4500.0
34,MENYA SAIMI,3.78,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B35,"" "",""+""),""+"", SUBSTITUTE(F35,"" "",""+"")), ""Link"")",RAMEN,999.0,999.0,北海道札幌市豊平区美園10条5-3-12,MISONO,3130,https://tabelog.com/en/hokkaido/A0101/A010303/1000018/,～JPY 999,～JPY 999,999.0
35,BAR YAMAZAKI,3.77,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B36,"" "",""+""),""+"", SUBSTITUTE(F36,"" "",""+"")), ""Link"")",BAR,,7000.0,北海道札幌市中央区南三条西3 克美ビル　４Ｆ,SUSUKINO,271,https://tabelog.com/en/hokkaido/A0101/A010103/1000001/,"JPY 6,000～JPY 7,999",-,7000.0
36,NINO KURA,3.77,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B37,"" "",""+""),""+"", SUBSTITUTE(F37,"" "",""+"")), ""Link"")",SUSHI,,17500.0,北海道札幌市中央区南3条西22-2-7 第51藤栄ビル 1F,MARUYAMA KOEN,165,https://tabelog.com/en/hokkaido/A0101/A010105/1065867/,"JPY 15,000～JPY 19,999",-,17500.0
37,AGRI SCAPE,3.77,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B38,"" "",""+""),""+"", SUBSTITUTE(F38,"" "",""+"")), ""Link"")",CREATIVE,17500.0,25000.0,北海道札幌市西区小別沢177,NISHI NIJUHATCHOME,88,https://tabelog.com/en/hokkaido/A0101/A010105/1061234/,"JPY 20,000～JPY 29,999","JPY 15,000～JPY 19,999",25000.0
38,KOMATSU,3.77,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B39,"" "",""+""),""+"", SUBSTITUTE(F39,"" "",""+"")), ""Link"")",JAPANESE CUISINE,9000.0,17500.0,北海道札幌市中央区円山西町8-4-26,MARUYAMA KOEN,78,https://tabelog.com/en/hokkaido/A0101/A010105/1047890/,"JPY 15,000～JPY 19,999","JPY 8,000～JPY 9,999",17500.0
39,L'OISEAU PAR MATSUNAGA,3.77,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B40,"" "",""+""),""+"", SUBSTITUTE(F40,"" "",""+"")), ""Link"")",FRENCH,9000.0,25000.0,北海道函館市柏木町4-5,KASHIWAGI CHO,66,https://tabelog.com/en/hokkaido/A0105/A010501/1043997/,"JPY 20,000～JPY 29,999","JPY 8,000～JPY 9,999",25000.0
40,ORYOURI FUJITA,3.77,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B41,"" "",""+""),""+"", SUBSTITUTE(F41,"" "",""+"")), ""Link"")",JAPANESE CUISINE,9000.0,17500.0,北海道札幌市中央区南6条西21-4-6,NISHISEN ROKU JO,53,https://tabelog.com/en/hokkaido/A0101/A010105/1060134/,"JPY 15,000～JPY 19,999","JPY 8,000～JPY 9,999",17500.0
41,SAPPORO JUNREN SAPPORO TEN,3.76,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B42,"" "",""+""),""+"", SUBSTITUTE(F42,"" "",""+"")), ""Link"")",RAMEN,999.0,999.0,北海道札幌市豊平区平岸二条17丁目1-41 シャトー純連 1F,SUMIKAWA,1538,https://tabelog.com/en/hokkaido/A0101/A010303/1000031/,～JPY 999,～JPY 999,999.0
42,RESTAURANT COTE D'OR,3.76,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B43,"" "",""+""),""+"", SUBSTITUTE(F43,"" "",""+"")), ""Link"")","FRENCH, BAR",7000.0,17500.0,北海道札幌市中央区宮ケ丘1-2-38,NISHI NIJUHATCHOME,311,https://tabelog.com/en/hokkaido/A0101/A010105/1000005/,"JPY 15,000～JPY 19,999","JPY 6,000～JPY 7,999",17500.0
43,TAKU ZUSHI,3.76,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B44,"" "",""+""),""+"", SUBSTITUTE(F44,"" "",""+"")), ""Link"")","SUSHI, JAPANESE CUISINE",,25000.0,北海道札幌市中央区南3条西3-3 G DINING SAPPORO 6F,SUSUKINO,239,https://tabelog.com/en/hokkaido/A0101/A010102/1030580/,"JPY 20,000～JPY 29,999",-,25000.0
44,ZA BA- NANO FEMUTO,3.76,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B45,"" "",""+""),""+"", SUBSTITUTE(F45,"" "",""+"")), ""Link"")",BAR,,3500.0,北海道札幌市中央区南3条西3丁目 都ビル 7F,SUSUKINO,219,https://tabelog.com/en/hokkaido/A0101/A010103/1007364/,"JPY 3,000～JPY 3,999",-,3500.0
45,BAR PROOF,3.75,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B46,"" "",""+""),""+"", SUBSTITUTE(F46,"" "",""+"")), ""Link"")",BAR,,3500.0,北海道札幌市中央区南三条西3 都ビル　５Ｆ,SUSUKINO,176,https://tabelog.com/en/hokkaido/A0101/A010103/1000004/,"JPY 3,000～JPY 3,999",-,3500.0
46,YOICHI LOOP,3.75,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B47,"" "",""+""),""+"", SUBSTITUTE(F47,"" "",""+"")), ""Link"")","INNOVATIVE, AUBERGE, SPAIN",9000.0,25000.0,北海道余市郡余市町黒川町4-123,YOICHI,75,https://tabelog.com/en/hokkaido/A0106/A010602/1065828/,"JPY 20,000～JPY 29,999","JPY 8,000～JPY 9,999",25000.0
47,KAMIMURA,3.75,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B48,"" "",""+""),""+"", SUBSTITUTE(F48,"" "",""+"")), ""Link"")","FRENCH, CREATIVE",,25000.0,北海道虻田郡倶知安町ニセコひらふ1条3-2-3 四季ニセコ 1F,HIRAFU,50,https://tabelog.com/en/hokkaido/A0106/A010603/1003256/,"JPY 20,000～JPY 29,999",-,25000.0
48,MICHIKUSA BAZARU,3.75,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B49,"" "",""+""),""+"", SUBSTITUTE(F49,"" "",""+"")), ""Link"")","INDIAN, RESTAURANTS, ASIAN CUISINE, ETHNIC CUISINE",,5500.0,北海道札幌市中央区南六条西22-3-56,NISHISEN ROKU JO,49,https://tabelog.com/en/hokkaido/A0101/A010105/1063629/,"JPY 5,000～JPY 5,999",-,5500.0
49,MATSUKURA,3.75,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B50,"" "",""+""),""+"", SUBSTITUTE(F50,"" "",""+"")), ""Link"")","JAPANESE CUISINE, SEAFOOD",25000.0,25000.0,北海道札幌市中央区南7条西3 LC2番館 B1F,HOSUI SUSUKINO,35,https://tabelog.com/en/hokkaido/A0101/A010103/1002718/,"JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",25000.0
50,JAPANESE RAMEN NOODLE LAB Q,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B51,"" "",""+""),""+"", SUBSTITUTE(F51,"" "",""+"")), ""Link"")","RAMEN, ABURA SOBA MIXED NOODLE",1500.0,1500.0,北海道札幌市中央区北1条西2-1-3 りんどうビル B1F,SAPPORO,1478,https://tabelog.com/en/hokkaido/A0101/A010102/1057715/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
51,ISONO KADUO,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B52,"" "",""+""),""+"", SUBSTITUTE(F52,"" "",""+"")), ""Link"")",RAMEN,,999.0,北海道札幌市中央区南5条西5丁目21 第2旭観光ビル1F,SHISEIKAN SHOGAKKO MAE,1225,https://tabelog.com/en/hokkaido/A0101/A010103/1034478/,～JPY 999,-,999.0
52,KAKIZAKI SHOUTEN KAISEN KOUBOU,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B53,"" "",""+""),""+"", SUBSTITUTE(F53,"" "",""+"")), ""Link"")","SEAFOOD, KAISEN-DON (SEAFOOD BOWL)",1500.0,1500.0,北海道余市郡余市町黒川町7-25,YOICHI,1032,https://tabelog.com/en/hokkaido/A0106/A010602/1000224/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
53,KURIYA,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B54,"" "",""+""),""+"", SUBSTITUTE(F54,"" "",""+"")), ""Link"")","SUSHI, JAPANESE CUISINE",,25000.0,北海道札幌市白石区本郷通8丁目北1-22 石田ビル 2F,NANGO NANA CHOME,128,https://tabelog.com/en/hokkaido/A0101/A010301/1013145/,"JPY 20,000～JPY 29,999",-,25000.0
54,HIME SHARA,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B55,"" "",""+""),""+"", SUBSTITUTE(F55,"" "",""+"")), ""Link"")","SUSHI, SEAFOOD, JAPANESE CUISINE",,25000.0,北海道札幌市中央区南8条西20-1-2,NISHISEN KU JO ASAHIYAMA KOEN DORI,128,https://tabelog.com/en/hokkaido/A0101/A010105/1057657/,"JPY 20,000～JPY 29,999",-,25000.0
55,HOT SPICE SHOP HOOD DOG,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B56,"" "",""+""),""+"", SUBSTITUTE(F56,"" "",""+"")), ""Link"")","SOUP CURRY, BREAD, DINING BAR",999.0,1500.0,北海道札幌市中央区南5条東2,HOSUI SUSUKINO,121,https://tabelog.com/en/hokkaido/A0101/A010103/1063675/,"JPY 1,000～JPY 1,999",～JPY 999,1500.0
56,MARU ZUSHI,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B57,"" "",""+""),""+"", SUBSTITUTE(F57,"" "",""+"")), ""Link"")",SUSHI,25000.0,25000.0,北海道札幌市中央区南六条西4-4,HIGASHI HONGANJI MAE,82,https://tabelog.com/en/hokkaido/A0101/A010103/1000041/,"JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",25000.0
57,TRATTORIA DA OKUMURA,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B58,"" "",""+""),""+"", SUBSTITUTE(F58,"" "",""+"")), ""Link"")","ITALIAN, PASTA",,12500.0,北海道札幌市中央区南2条西4 乙井ビル B1F,TANUKIKOJI,76,https://tabelog.com/en/hokkaido/A0101/A010103/1057270/,"JPY 10,000～JPY 14,999",-,12500.0
58,MASA,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B59,"" "",""+""),""+"", SUBSTITUTE(F59,"" "",""+"")), ""Link"")",TEMPURA,,17500.0,北海道札幌市中央区南4条西4-7 松岡ビル 1F 浪花亭,SUSUKINO,40,https://tabelog.com/en/hokkaido/A0101/A010103/1067374/,"JPY 15,000～JPY 19,999",-,17500.0
59,OLIVIO,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B60,"" "",""+""),""+"", SUBSTITUTE(F60,"" "",""+"")), ""Link"")","ITALIAN, PIZZA, PASTA",3500.0,7000.0,北海道虻田郡倶知安町字岩尾別328-47 パークハイアットニセコ,KUTCHAN,21,https://tabelog.com/en/hokkaido/A0106/A010603/1065924/,"JPY 6,000～JPY 7,999","JPY 3,000～JPY 3,999",7000.0
60,MENYA NANABEE HON TEN,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B61,"" "",""+""),""+"", SUBSTITUTE(F61,"" "",""+"")), ""Link"")","RAMEN, TSUKEMEN",999.0,999.0,北海道札幌市白石区川下3条4丁目3-21,HEIWA,1053,https://tabelog.com/en/hokkaido/A0101/A010301/1009634/,～JPY 999,～JPY 999,999.0
